,logFC,logCPM,PValue,FDR
Potri.005G032400,-1.621210257,6.249461338,5.70E-13,5.34E-12
Potri.001G120300,-1.79432376,5.987125759,6.22E-13,5.81E-12
Potri.011G048400,-1.165940157,7.030034543,6.32E-13,5.90E-12
Potri.014G022800,-1.949282078,5.809853104,6.35E-13,5.93E-12
Potri.006G113400,-1.376450183,6.621321532,6.41E-13,5.97E-12
Potri.013G127900,-1.673933518,6.154412648,6.73E-13,6.26E-12
Potri.005G181500,-2.266695095,5.481718351,6.84E-13,6.35E-12
Potri.009G139800,-1.079281954,7.745266347,6.91E-13,6.42E-12
Potri.001G024900,-2.025118546,5.755093815,6.92E-13,6.42E-12
Potri.007G135800,1.956846604,5.701400205,7.16E-13,6.63E-12
Potri.006G072900,1.080097038,7.160773307,7.23E-13,6.69E-12
Potri.009G161500,-1.08418992,8.380811516,7.29E-13,6.74E-12
Potri.002G069400,-2.7253021,5.134569887,7.44E-13,6.87E-12
Potri.017G060000,2.053868135,5.605344075,7.57E-13,6.98E-12
Potri.012G105700,-0.981316703,7.794950039,8.30E-13,7.64E-12
Potri.010G172800,2.468942817,5.278557689,8.32E-13,7.65E-12
Potri.017G083000,-1.090742567,7.862425936,8.85E-13,8.13E-12
Potri.016G016500,-2.928118604,5.067527164,1.03E-12,9.47E-12
Potri.008G174100,2.263346584,5.395412327,1.08E-12,9.89E-12
Potri.014G028900,-1.998862735,5.742969972,1.11E-12,1.02E-11
Potri.014G134200,-1.474875472,6.408005718,1.12E-12,1.03E-11
Potri.002G022700,-2.212431207,5.494607096,1.18E-12,1.08E-11
Potri.009G086900,-0.633331154,9.499974653,1.21E-12,1.10E-11
Potri.010G037500,1.205116286,6.836591185,1.26E-12,1.14E-11
Potri.001G288900,3.414187846,5.208202997,1.26E-12,1.14E-11
Potri.007G140500,1.642342745,6.078234128,1.28E-12,1.16E-11
Potri.008G124100,1.556842754,6.209652026,1.29E-12,1.17E-11
Potri.001G158800,1.677861787,6.241584587,1.30E-12,1.18E-11
Potri.013G157900,-0.746876426,9.293154956,1.31E-12,1.18E-11
Potri.014G193800,2.855539611,4.977708701,1.39E-12,1.26E-11
Potri.011G025900,-2.443684384,5.308006669,1.41E-12,1.28E-11
Potri.005G045300,0.925890808,8.303106277,1.42E-12,1.28E-11
Potri.007G126600,-1.372693444,6.569320511,1.47E-12,1.32E-11
Potri.004G074400,0.965806797,7.696301995,1.48E-12,1.33E-11
Potri.T131900,1.276172155,7.105284571,1.55E-12,1.39E-11
Potri.003G126900,-1.02845068,7.291622141,1.69E-12,1.52E-11
Potri.004G235400,1.889177725,6.761446788,1.80E-12,1.61E-11
Potri.012G100100,2.236660222,5.38096818,1.80E-12,1.61E-11
Potri.016G101700,2.213633953,5.38233507,1.80E-12,1.61E-11
Potri.011G047200,-1.444083897,6.435066762,1.82E-12,1.63E-11
Potri.004G055000,-2.584475862,5.21615737,1.87E-12,1.67E-11
Potri.001G008100,-2.580737065,5.211224816,1.87E-12,1.67E-11
Potri.011G122700,-1.154520217,7.3209803,1.90E-12,1.69E-11
Potri.015G109200,-0.837878651,8.19411051,1.93E-12,1.72E-11
Potri.005G248100,0.876145162,12.42997336,1.98E-12,1.77E-11
Potri.009G112500,-2.223363313,5.518474493,2.00E-12,1.78E-11
Potri.018G131100,-2.133677378,5.553560949,2.02E-12,1.79E-11
Potri.005G200300,1.102647535,7.054414251,2.14E-12,1.90E-11
Potri.001G041800,1.451518917,6.342425375,2.19E-12,1.94E-11
Potri.005G076900,-1.569512742,6.212024889,2.20E-12,1.95E-11
Potri.006G077500,0.774691702,8.415282536,2.23E-12,1.97E-11
Potri.018G025100,3.118468223,4.839164326,2.29E-12,2.02E-11
Potri.001G148600,1.617267517,6.099879061,2.36E-12,2.08E-11
Potri.014G081300,1.269692298,8.43999872,2.47E-12,2.17E-11
Potri.002G088500,1.861620516,5.761170557,2.54E-12,2.23E-11
Potri.015G024200,1.748123513,5.901033094,2.55E-12,2.24E-11
Potri.004G078100,-0.896060287,7.953815563,2.62E-12,2.30E-11
Potri.004G019300,-1.640136198,6.108004946,2.65E-12,2.32E-11
Potri.005G144900,-1.016884983,7.790840075,2.74E-12,2.40E-11
Potri.001G154300,-1.791079971,5.905795168,2.78E-12,2.43E-11
Potri.005G115300,-1.234099841,6.812341404,2.90E-12,2.53E-11
Potri.005G201200,3.597563385,5.837319875,3.07E-12,2.68E-11
Potri.002G007300,-2.249568645,5.444390452,3.14E-12,2.73E-11
Potri.002G043100,0.964006542,7.836672544,3.22E-12,2.81E-11
Potri.007G042900,-2.169648437,5.508330851,3.28E-12,2.85E-11
Potri.005G186500,1.355844643,6.495743272,3.36E-12,2.92E-11
Potri.004G044000,1.151367111,7.483717175,3.40E-12,2.95E-11
Potri.016G023200,-0.906594319,8.630239916,3.43E-12,2.97E-11
Potri.009G037500,-1.462519771,6.391517712,3.57E-12,3.09E-11
Potri.019G056700,0.97022102,7.616910075,3.64E-12,3.14E-11
Potri.012G014500,-2.543057297,5.223685674,3.65E-12,3.16E-11
Potri.016G117100,-1.418420543,6.844937125,3.75E-12,3.23E-11
Potri.008G054600,-0.939904361,7.770550014,3.79E-12,3.27E-11
Potri.001G232000,1.486310791,6.263177272,3.81E-12,3.28E-11
Potri.018G129500,1.729105856,5.903631248,3.95E-12,3.40E-11
Potri.006G141700,-0.599455454,9.864110533,4.14E-12,3.55E-11
Potri.017G047400,1.505495755,6.245861473,4.36E-12,3.74E-11
Potri.017G017300,0.905293427,7.833347096,4.39E-12,3.77E-11
Potri.011G044700,-0.838012891,8.240394497,4.47E-12,3.82E-11
Potri.018G069500,-1.631889213,6.07990722,4.52E-12,3.86E-11
Potri.005G145400,1.39879856,6.381521729,4.52E-12,3.86E-11
Potri.005G233400,1.927720665,5.626699738,4.92E-12,4.20E-11
Potri.003G175900,-2.244876443,5.432170392,5.19E-12,4.42E-11
Potri.003G100500,1.029342416,7.187756452,5.42E-12,4.62E-11
Potri.018G023200,-2.587826231,5.17384584,5.50E-12,4.68E-11
Potri.017G151800,-3.494116819,4.706984798,5.68E-12,4.83E-11
Potri.004G035900,1.514475656,6.205121039,5.70E-12,4.84E-11
Potri.005G233900,-1.693404762,6.001487597,6.30E-12,5.34E-11
Potri.003G062200,-1.467013686,6.314665604,6.32E-12,5.35E-11
Potri.014G095500,-1.058592536,7.133279277,6.46E-12,5.46E-11
Potri.010G138500,-1.107566978,7.027837736,6.72E-12,5.68E-11
Potri.009G031800,-1.401157502,6.424510257,7.16E-12,6.04E-11
Potri.002G082700,0.967075158,7.356016,7.24E-12,6.11E-11
Potri.001G157000,-1.352303143,6.52594648,7.41E-12,6.25E-11
Potri.017G088600,-1.663775857,6.042296627,7.69E-12,6.47E-11
Potri.006G109600,1.925144258,5.612658264,7.88E-12,6.63E-11
Potri.003G088400,1.764042822,5.811064377,7.96E-12,6.69E-11
Potri.008G170100,-2.569230192,5.126305031,8.16E-12,6.85E-11
Potri.008G198600,-1.380097199,6.484832646,8.19E-12,6.86E-11
Potri.017G138900,2.002513505,5.556393343,8.45E-12,7.07E-11
Potri.002G038800,0.844669666,8.041548512,8.53E-12,7.13E-11
Potri.012G056500,1.119539747,6.907221187,1.04E-11,8.72E-11
Potri.008G079500,-2.434398106,5.218806469,1.06E-11,8.82E-11
Potri.001G397200,-1.021291447,7.562389153,1.14E-11,9.47E-11
Potri.009G101200,1.967929376,5.565823848,1.31E-11,1.09E-10
Potri.011G087200,-0.798375575,8.235711192,1.32E-11,1.10E-10
Potri.007G043900,-1.022760351,7.177304693,1.39E-11,1.15E-10
Potri.008G062300,1.994684858,5.505553297,1.40E-11,1.16E-10
Potri.001G142200,-1.122348662,6.941846412,1.41E-11,1.17E-10
Potri.016G054900,-1.818297181,5.780625604,1.46E-11,1.21E-10
Potri.009G067100,-1.184822905,6.80793678,1.55E-11,1.28E-10
Potri.018G020600,1.292223543,6.526738002,1.59E-11,1.32E-10
Potri.005G211800,1.335618851,6.425103529,1.61E-11,1.33E-10
Potri.016G125500,-1.590938257,6.115447334,1.63E-11,1.35E-10
Potri.008G008300,-1.574559505,6.114250166,1.63E-11,1.35E-10
Potri.004G200400,-1.129405277,8.321992944,1.65E-11,1.36E-10
Potri.006G228200,-1.875383031,5.723562138,1.69E-11,1.39E-10
Potri.011G146900,-1.440051206,6.31687498,1.74E-11,1.43E-10
Potri.006G124500,1.118418397,9.051228162,1.77E-11,1.46E-10
Potri.009G101900,-1.386071814,6.835436606,1.86E-11,1.52E-10
Potri.013G001600,1.299942986,6.510137897,1.87E-11,1.53E-10
Potri.016G021600,-1.498652359,6.205206672,1.87E-11,1.53E-10
Potri.001G176500,-3.422906941,4.674409103,1.92E-11,1.57E-10
Potri.009G013900,-0.922222753,8.079911461,1.96E-11,1.60E-10
Potri.011G048200,-1.292035625,6.581769415,2.00E-11,1.63E-10
Potri.013G026000,-1.694850053,5.917725755,2.03E-11,1.65E-10
Potri.014G114700,-0.595991398,9.865915287,2.15E-11,1.75E-10
Potri.010G058600,2.221648344,5.285430241,2.20E-11,1.79E-10
Potri.005G259900,-1.714405007,5.895356259,2.25E-11,1.82E-10
Potri.002G261500,0.944236148,7.677464024,2.26E-11,1.83E-10
Potri.007G050600,1.038365364,7.067144331,2.36E-11,1.91E-10
Potri.002G228300,0.825852704,8.023272703,2.42E-11,1.96E-10
Potri.004G020100,-1.163188548,9.627062299,2.62E-11,2.12E-10
Potri.001G246900,-0.705720789,8.776943049,2.68E-11,2.16E-10
Potri.010G214000,0.967392586,7.442837236,2.72E-11,2.19E-10
Potri.018G095200,2.414532446,7.096986954,2.93E-11,2.36E-10
Potri.017G019900,-2.660649224,4.984469615,2.98E-11,2.40E-10
Potri.013G072800,2.588680636,4.939812616,2.98E-11,2.40E-10
Potri.009G016600,-3.18315073,4.73947659,2.99E-11,2.40E-10
Potri.006G254200,2.397904529,5.137815173,3.04E-11,2.44E-10
Potri.005G133100,1.453448448,8.555139583,3.15E-11,2.53E-10
Potri.010G055400,-0.927001741,7.695211155,3.20E-11,2.57E-10
Potri.012G110500,-2.848926584,4.874143062,3.26E-11,2.61E-10
Potri.019G108700,-0.973465855,7.390681557,3.30E-11,2.64E-10
Potri.008G161200,-1.826453247,5.757746742,3.57E-11,2.85E-10
Potri.001G437200,-2.011125482,5.526333292,3.64E-11,2.90E-10
Potri.006G027000,-2.16646292,5.380268526,3.82E-11,3.05E-10
Potri.011G087500,-1.153585043,6.800259361,4.14E-11,3.30E-10
Potri.009G081400,2.756076822,4.877721211,4.21E-11,3.35E-10
Potri.002G094200,0.684262263,8.973593157,4.22E-11,3.35E-10
Potri.009G095800,0.537341758,10.07700531,4.25E-11,3.37E-10
Potri.009G024300,1.318167632,6.852306366,4.30E-11,3.41E-10
Potri.009G005700,-1.108471327,6.915845526,4.31E-11,3.41E-10
Potri.004G156200,1.364445094,6.340779361,4.31E-11,3.41E-10
Potri.010G224300,-0.936539895,7.490898688,4.47E-11,3.53E-10
Potri.010G220300,1.477420518,6.148146728,4.72E-11,3.73E-10
Potri.002G079400,0.969010983,7.205260374,4.72E-11,3.73E-10
Potri.014G102200,-1.69546393,5.901348654,4.76E-11,3.75E-10
Potri.005G223100,-1.922670274,5.63574628,4.79E-11,3.77E-10
Potri.007G038300,-1.33475543,6.427260226,4.83E-11,3.80E-10
Potri.010G237900,-1.240889826,6.608227267,4.93E-11,3.87E-10
Potri.015G128700,0.9149842,8.292716243,4.94E-11,3.88E-10
Potri.001G032900,0.925665076,7.660915767,4.95E-11,3.88E-10
Potri.003G067700,1.372581312,6.320609369,5.02E-11,3.93E-10
Potri.010G171600,0.835034554,8.078382559,5.11E-11,4.00E-10
Potri.006G007200,-2.444478483,5.166077926,5.13E-11,4.01E-10
Potri.015G129700,0.789794505,8.620260325,5.19E-11,4.05E-10
Potri.008G185600,1.653232505,5.847101282,5.30E-11,4.13E-10
Potri.005G167000,1.566498834,6.0019121,5.39E-11,4.20E-10
Potri.012G121200,-1.141521533,6.818672789,5.63E-11,4.39E-10
Potri.019G088800,1.966250688,5.4682819,5.85E-11,4.55E-10
Potri.010G232200,1.308903402,6.418148436,5.93E-11,4.60E-10
Potri.006G032100,0.951337779,7.373708406,6.09E-11,4.72E-10
Potri.009G133300,-2.18298941,5.355563442,6.27E-11,4.86E-10
Potri.011G030900,2.057221987,5.333868203,6.27E-11,4.86E-10
Potri.016G017100,-1.850570086,5.684062396,6.55E-11,5.07E-10
Potri.001G029700,1.234805849,6.561260178,6.85E-11,5.30E-10
Potri.T104400,-1.333103924,6.424119772,6.94E-11,5.36E-10
Potri.008G201400,0.99180979,7.132497244,7.15E-11,5.51E-10
Potri.015G111000,1.394465312,6.267188059,7.91E-11,6.10E-10
Potri.017G007400,0.921611046,7.38364768,7.97E-11,6.14E-10
Potri.011G139400,-0.980169591,7.204637043,8.02E-11,6.17E-10
Potri.009G098100,0.977885863,7.140730486,8.03E-11,6.17E-10
Potri.006G182400,1.082056305,6.893614106,8.05E-11,6.18E-10
Potri.002G064400,1.347436662,6.300056859,8.48E-11,6.51E-10
Potri.T074800,0.931558631,7.272713912,8.56E-11,6.56E-10
Potri.002G165100,2.553249126,4.913756913,9.02E-11,6.90E-10
Potri.001G216000,-1.703770768,5.836454877,9.04E-11,6.91E-10
Potri.005G079800,1.394776428,6.764562498,9.56E-11,7.30E-10
Potri.003G144300,-2.060439581,5.45822136,9.74E-11,7.42E-10
Potri.010G243500,-2.051167082,5.462160452,9.74E-11,7.42E-10
Potri.008G051600,1.191474691,6.63190089,9.85E-11,7.50E-10
Potri.016G045500,-1.654543512,5.908191765,9.89E-11,7.52E-10
Potri.001G096800,-2.029184593,5.432488991,1.00E-10,7.61E-10
Potri.015G034700,-0.554915197,9.617176709,1.05E-10,7.98E-10
Potri.004G175000,-1.08678984,6.900254584,1.10E-10,8.34E-10
Potri.014G019700,-1.862511051,5.643322853,1.11E-10,8.39E-10
Potri.005G113900,-0.818289538,7.961669828,1.11E-10,8.39E-10
Potri.002G026500,1.691388312,5.756793392,1.11E-10,8.39E-10
Potri.008G117300,-0.748141299,8.324213503,1.14E-10,8.62E-10
Potri.003G134200,1.197424347,6.58980759,1.16E-10,8.77E-10
Potri.004G059900,-1.593165861,5.951858133,1.18E-10,8.90E-10
Potri.006G103900,-1.447936612,6.176258946,1.31E-10,9.90E-10
Potri.001G235300,-1.148161397,7.781896709,1.32E-10,9.92E-10
Potri.001G380000,2.387033759,5.047460222,1.34E-10,1.01E-09
Potri.010G213200,1.403826591,6.187963768,1.44E-10,1.08E-09
Potri.014G074600,2.271457115,5.106239884,1.46E-10,1.09E-09
Potri.013G028800,-1.955143851,5.48082831,1.50E-10,1.13E-09
Potri.015G081300,-2.655142609,4.930139493,1.56E-10,1.17E-09
Potri.005G188600,-2.016534044,5.452886991,1.57E-10,1.17E-09
Potri.008G030600,-1.585554883,5.968746999,1.57E-10,1.17E-09
Potri.005G079200,-1.51103198,6.090790229,1.57E-10,1.17E-09
Potri.006G141200,-1.232116974,6.549372041,1.61E-10,1.20E-09
Potri.001G235800,-1.192975336,6.655824099,1.62E-10,1.21E-09
Potri.006G029900,1.670831372,5.744024583,1.71E-10,1.27E-09
Potri.006G020100,-3.079401436,4.682414851,1.76E-10,1.31E-09
Potri.016G060900,-2.794563261,4.811219048,1.81E-10,1.34E-09
Potri.002G122600,0.933816458,8.286053846,1.81E-10,1.34E-09
Potri.015G003100,-1.027971171,7.004645566,1.86E-10,1.38E-09
Potri.006G027700,1.714904381,5.713094178,1.89E-10,1.40E-09
Potri.006G219900,1.098619749,6.782496067,2.02E-10,1.50E-09
Potri.009G092900,-2.518248243,5.026733791,2.06E-10,1.53E-09
Potri.006G114700,-1.412592357,6.201831301,2.10E-10,1.55E-09
Potri.003G128800,0.713474922,8.370068033,2.10E-10,1.55E-09
Potri.001G231400,1.427571147,6.116464052,2.23E-10,1.65E-09
Potri.006G123400,-1.169784066,6.653288072,2.26E-10,1.66E-09
Potri.014G129200,-1.096534005,6.831072126,2.26E-10,1.67E-09
Potri.016G109400,2.377412676,5.030519475,2.27E-10,1.67E-09
Potri.018G109500,1.195381137,6.552040521,2.28E-10,1.67E-09
Potri.019G049500,-1.755491763,5.691841481,2.28E-10,1.68E-09
Potri.004G143500,-1.783466785,5.663025975,2.50E-10,1.83E-09
Potri.001G018600,0.894700537,7.40909155,2.65E-10,1.94E-09
Potri.014G041600,1.464602348,6.042991771,2.68E-10,1.96E-09
Potri.T106400,1.45314328,6.038598298,2.68E-10,1.96E-09
Potri.018G054800,-2.203059727,5.24425569,2.73E-10,1.99E-09
Potri.006G017700,0.906307771,7.665341425,2.80E-10,2.04E-09
Potri.004G172600,-0.69478696,8.613780616,2.83E-10,2.06E-09
Potri.001G226500,-1.000179665,7.057455196,2.86E-10,2.08E-09
Potri.003G151700,-0.715770385,8.515596648,2.90E-10,2.11E-09
Potri.001G256400,1.28702408,6.373819754,2.91E-10,2.12E-09
Potri.011G111900,1.682886731,5.704568541,2.91E-10,2.12E-09
Potri.005G237700,-1.864454615,5.59085725,2.95E-10,2.14E-09
Potri.008G009500,-1.284850972,6.426064087,3.00E-10,2.17E-09
Potri.015G131100,0.598255534,9.074723539,3.13E-10,2.27E-09
Potri.001G140700,-2.594443384,4.955520592,3.13E-10,2.27E-09
Potri.018G094900,1.170661104,6.597869015,3.17E-10,2.29E-09
Potri.001G447300,-2.760962522,4.792032838,3.18E-10,2.30E-09
Potri.018G129400,0.821408332,8.644279185,3.19E-10,2.30E-09
Potri.012G136800,-1.743400448,5.711692446,3.22E-10,2.32E-09
Potri.016G003400,-1.034331201,6.948582391,3.28E-10,2.37E-09
Potri.008G118900,1.106286137,6.738128568,3.39E-10,2.44E-09
Potri.006G066000,0.989678659,7.030610042,3.40E-10,2.44E-09
Potri.001G471200,1.86926235,5.498071752,3.40E-10,2.44E-09
Potri.003G193200,-1.868078109,5.526601371,3.40E-10,2.44E-09
Potri.009G064300,-1.522753951,6.014735098,3.53E-10,2.53E-09
Potri.006G073400,-1.699205893,5.781348052,3.61E-10,2.59E-09
Potri.009G099800,-0.648601204,8.768172683,3.68E-10,2.64E-09
Potri.010G126300,1.444558392,6.033825574,3.96E-10,2.83E-09
Potri.014G021700,-1.569037297,5.927959603,4.02E-10,2.88E-09
Potri.007G122100,-0.897850436,7.669957764,4.14E-10,2.95E-09
Potri.001G096600,-2.186062273,5.203155331,4.42E-10,3.15E-09
Potri.015G071100,0.951795403,7.117412062,4.44E-10,3.17E-09
Potri.016G040400,-2.161272762,5.228422082,4.48E-10,3.19E-09
Potri.015G040900,-2.139849927,5.264841717,4.48E-10,3.19E-09
Potri.003G071800,-1.104139339,6.775690214,4.51E-10,3.21E-09
Potri.002G176400,1.492832934,5.947712288,4.63E-10,3.29E-09
Potri.005G011200,0.832810359,7.907269485,4.67E-10,3.31E-09
Potri.005G192600,-0.938174338,7.609292986,4.75E-10,3.37E-09
Potri.010G182200,-0.549500709,9.581661567,4.81E-10,3.41E-09
Potri.009G015100,0.721507107,8.358939474,4.81E-10,3.41E-09
Potri.019G010400,-0.624372702,9.66113393,5.20E-10,3.68E-09
Potri.005G194200,-1.197640966,6.573223517,5.26E-10,3.72E-09
Potri.003G091700,-1.884672755,5.515484251,5.37E-10,3.79E-09
Potri.010G243100,0.546247444,9.652058036,5.38E-10,3.80E-09
Potri.013G051400,1.254265731,6.36444279,5.90E-10,4.16E-09
Potri.018G127700,1.346191905,6.209450393,5.91E-10,4.16E-09
Potri.004G138200,-1.024519156,6.93804346,5.96E-10,4.19E-09
Potri.003G139600,-1.514913911,5.982709712,6.02E-10,4.23E-09
Potri.008G186200,1.743284506,5.601487611,6.03E-10,4.24E-09
Potri.006G278000,-1.666602778,5.74152438,6.17E-10,4.33E-09
Potri.005G168600,1.32694012,6.247420392,6.22E-10,4.36E-09
Potri.014G109800,1.019933583,6.902270494,6.26E-10,4.38E-09
Potri.013G009600,-0.891374748,7.515949737,6.40E-10,4.48E-09
Potri.011G004400,-2.351605983,5.039545774,6.46E-10,4.51E-09
Potri.001G046400,1.746553084,5.579472026,6.61E-10,4.62E-09
Potri.010G083000,-2.280048288,5.101780454,6.85E-10,4.78E-09
Potri.002G033400,1.989677761,5.299841301,6.99E-10,4.87E-09
Potri.005G167900,-1.139552991,6.650298591,7.04E-10,4.90E-09
Potri.017G090300,1.577705514,5.766809337,7.47E-10,5.20E-09
Potri.002G189900,0.805391906,7.799637697,7.51E-10,5.22E-09
Potri.013G014500,-1.71252443,5.68225039,7.64E-10,5.31E-09
Potri.010G013400,0.299113492,11.97118844,7.71E-10,5.35E-09
Potri.008G166700,-1.534405163,5.93410722,7.90E-10,5.47E-09
Potri.001G118200,-2.6220091,4.884073386,8.05E-10,5.58E-09
Potri.008G153000,0.546404993,9.246703955,8.33E-10,5.77E-09
Potri.004G034400,0.895247682,7.313838777,8.51E-10,5.89E-09
Potri.003G142400,-2.471138544,4.926987237,9.14E-10,6.32E-09
Potri.002G060500,2.633999872,5.744845323,9.24E-10,6.38E-09
Potri.010G179300,-1.420304431,6.078742552,9.45E-10,6.52E-09
Potri.010G062900,1.111053373,6.64960695,9.50E-10,6.54E-09
Potri.005G141300,-1.279665768,6.330548288,9.61E-10,6.62E-09
Potri.008G106600,1.864785698,5.407697875,9.68E-10,6.66E-09
Potri.018G087700,-1.77273693,5.598508292,1.03E-09,7.06E-09
Potri.016G113600,-0.95854751,7.073811315,1.06E-09,7.24E-09
Potri.009G132000,-0.625299764,8.783287888,1.06E-09,7.25E-09
Potri.005G071900,-0.761644583,8.234691526,1.07E-09,7.35E-09
Potri.004G207500,-1.376503707,6.154968214,1.10E-09,7.52E-09
Potri.012G126000,-0.946181339,7.103235412,1.10E-09,7.52E-09
Potri.001G093100,1.963383912,5.292145896,1.13E-09,7.69E-09
Potri.008G021200,-1.120970909,6.653672735,1.13E-09,7.70E-09
Potri.017G110800,1.54213819,5.829150276,1.17E-09,8.01E-09
Potri.015G068200,-2.645274007,4.81125584,1.19E-09,8.11E-09
Potri.010G134400,2.086025906,5.137165973,1.20E-09,8.18E-09
Potri.012G089300,-1.185008157,6.545689283,1.21E-09,8.22E-09
Potri.002G156300,1.158546347,6.527756462,1.21E-09,8.22E-09
Potri.008G042800,1.757719516,5.507852446,1.23E-09,8.32E-09
Potri.001G174300,-0.896182073,7.374800829,1.23E-09,8.36E-09
Potri.003G210900,1.058013446,6.751560641,1.32E-09,8.92E-09
Potri.012G131500,-1.575291404,5.831966533,1.33E-09,9.04E-09
Potri.001G402600,0.908347801,7.203557329,1.35E-09,9.17E-09
Potri.002G189000,-0.490273423,10.22876627,1.42E-09,9.58E-09
Potri.018G008700,-1.250295984,6.380830565,1.42E-09,9.62E-09
Potri.009G096600,-1.345693186,6.201744146,1.44E-09,9.71E-09
Potri.002G020800,-0.87225564,7.540905232,1.48E-09,9.99E-09
Potri.019G119400,1.028783953,6.839147947,1.49E-09,1.01E-08
Potri.003G115200,-1.526944781,5.876867738,1.54E-09,1.04E-08
Potri.006G105500,-0.962603925,7.117218529,1.54E-09,1.04E-08
Potri.002G188100,-2.450459816,4.909267127,1.56E-09,1.05E-08
Potri.006G033200,1.385297929,6.023789165,1.60E-09,1.08E-08
Potri.005G027600,-2.427793358,4.956706598,1.70E-09,1.14E-08
Potri.011G007100,-0.834716012,7.670635281,1.73E-09,1.16E-08
Potri.004G047600,-0.844455142,7.846953894,1.73E-09,1.16E-08
Potri.003G009000,-2.330491205,5.004528201,1.82E-09,1.22E-08
Potri.011G015900,-1.303089629,6.246234342,1.84E-09,1.23E-08
Potri.009G051800,-1.453678108,6.02198195,1.86E-09,1.24E-08
Potri.005G246500,-2.277492008,5.061270227,1.90E-09,1.27E-08
Potri.017G119600,0.919881637,7.082980823,1.91E-09,1.28E-08
Potri.009G150600,-0.826641291,7.700526978,1.92E-09,1.28E-08
Potri.006G002800,-0.631408233,8.638395882,1.92E-09,1.28E-08
Potri.014G160900,0.637128377,8.894726666,2.01E-09,1.34E-08
Potri.011G052700,0.69308552,8.288792117,2.02E-09,1.34E-08
Potri.003G202500,1.020480362,6.813427398,2.11E-09,1.40E-08
Potri.019G096900,0.867399647,7.328982539,2.12E-09,1.41E-08
Potri.003G103900,1.043509587,8.108987856,2.15E-09,1.43E-08
Potri.002G003100,0.841707737,7.417828021,2.18E-09,1.44E-08
Potri.012G044600,-1.466912396,5.932042873,2.25E-09,1.49E-08
Potri.018G070500,1.075851145,6.684011794,2.30E-09,1.52E-08
Potri.007G114400,0.770502766,7.894059185,2.32E-09,1.53E-08
Potri.002G184200,0.738750871,8.023007089,2.36E-09,1.56E-08
Potri.012G006300,-2.589334595,4.827533672,2.37E-09,1.57E-08
Potri.012G001500,1.603668235,5.667982365,2.46E-09,1.62E-08
Potri.016G033200,-0.853096278,7.721647412,2.61E-09,1.72E-08
Potri.012G047800,-1.302287224,6.237987019,2.62E-09,1.73E-08
Potri.005G226000,-1.022311317,6.845109278,2.70E-09,1.78E-08
Potri.006G175500,1.013254631,6.830223303,2.70E-09,1.78E-08
Potri.016G030900,0.811764356,7.662473315,2.79E-09,1.83E-08
Potri.005G115600,-1.234147691,6.343540217,2.80E-09,1.84E-08
Potri.008G048400,1.189188622,6.382974712,2.84E-09,1.86E-08
Potri.013G054000,-1.983197256,5.303639398,2.89E-09,1.89E-08
Potri.006G025800,-1.959300739,5.304550956,2.89E-09,1.89E-08
Potri.003G112700,-1.615992297,5.728916829,2.93E-09,1.92E-08
Potri.006G171100,-0.890479317,7.552425989,2.94E-09,1.92E-08
Potri.002G032000,-2.037060837,5.256368732,3.02E-09,1.97E-08
Potri.005G185700,1.649809916,5.597790843,3.08E-09,2.01E-08
Potri.013G131600,0.783456752,7.795958702,3.12E-09,2.03E-08
Potri.014G135900,0.856139236,7.389475225,3.20E-09,2.08E-08
Potri.013G129800,-2.214559845,5.088217111,3.22E-09,2.09E-08
Potri.002G120600,0.984621894,6.872743624,3.25E-09,2.11E-08
Potri.014G034900,-1.256799757,6.285444181,3.25E-09,2.11E-08
Potri.001G070100,1.149135609,6.45731518,3.32E-09,2.15E-08
Potri.005G162800,-0.720905299,8.161909609,3.32E-09,2.15E-08
Potri.002G044900,-1.179209036,6.441438842,3.35E-09,2.17E-08
Potri.005G259100,-1.217325492,6.378978665,3.36E-09,2.18E-08
Potri.009G076100,-1.70486918,5.587331179,3.43E-09,2.22E-08
Potri.005G184500,-1.09916554,6.619216575,3.47E-09,2.24E-08
Potri.009G114700,0.743470867,13.10410108,3.52E-09,2.27E-08
Potri.009G062200,-0.625662386,8.645767761,3.54E-09,2.29E-08
Potri.001G094900,0.492364005,9.845886748,3.68E-09,2.37E-08
Potri.T119800,-1.628130245,5.673814291,3.74E-09,2.40E-08
Potri.001G381000,-1.610501482,5.676044589,3.74E-09,2.40E-08
Potri.013G000500,-1.521350409,5.823846452,3.93E-09,2.53E-08
Potri.004G155300,-0.555439537,11.6134267,3.98E-09,2.56E-08
Potri.010G207200,-0.826019224,7.607651141,4.05E-09,2.60E-08
Potri.018G065100,0.83745558,7.3002807,4.06E-09,2.60E-08
Potri.010G041300,-1.450143567,5.946118963,4.25E-09,2.72E-08
Potri.015G030700,-1.137702888,6.549890312,4.36E-09,2.79E-08
Potri.006G220700,-1.901846359,5.333053308,4.37E-09,2.80E-08
Potri.010G149900,1.263646147,6.198575429,4.40E-09,2.81E-08
Potri.001G360700,-1.535875434,5.799236127,4.50E-09,2.87E-08
Potri.011G040100,1.898797766,5.258318646,4.63E-09,2.95E-08
Potri.018G000600,-1.185215943,6.434735925,4.67E-09,2.98E-08
Potri.004G140800,-1.189403538,6.408968516,4.70E-09,3.00E-08
Potri.009G030000,-1.690592521,5.610391858,4.71E-09,3.00E-08
