,logFC,logCPM,PValue,FDR
Potri.017G108900,1.298881797,6.599560263,4.79E-09,3.05E-08
Potri.007G006200,-2.021337926,5.205175783,5.05E-09,3.21E-08
Potri.004G232600,1.045424019,6.659225255,5.07E-09,3.22E-08
Potri.010G240400,1.514394905,5.75224297,5.14E-09,3.26E-08
Potri.002G028200,1.259225353,6.210825818,5.32E-09,3.37E-08
Potri.013G011600,-1.437089692,5.95716401,5.38E-09,3.41E-08
Potri.007G089200,-1.211990462,6.327580671,5.56E-09,3.52E-08
Potri.001G360800,-1.573131482,5.742722452,5.86E-09,3.71E-08
Potri.009G136600,0.707145245,8.821312526,6.03E-09,3.81E-08
Potri.018G095100,1.633360767,7.996757793,6.10E-09,3.85E-08
Potri.006G063000,-0.831841856,7.483737404,6.22E-09,3.92E-08
Potri.002G111900,-0.777186792,8.472964331,6.36E-09,4.01E-08
Potri.006G196900,1.267231958,6.337557294,6.39E-09,4.03E-08
Potri.018G018200,-1.22166617,6.340121092,6.60E-09,4.16E-08
Potri.018G104500,-1.557512432,5.721229437,6.67E-09,4.19E-08
Potri.016G066100,1.532891633,5.694245624,6.67E-09,4.19E-08
Potri.010G128300,-0.956771377,6.944425436,7.10E-09,4.46E-08
Potri.002G157700,0.886746544,8.27085903,7.14E-09,4.48E-08
Potri.006G212200,1.617162574,5.576356845,7.18E-09,4.50E-08
Potri.007G018000,0.962834292,6.876065897,7.25E-09,4.54E-08
Potri.010G024200,-1.073587506,6.624499694,7.45E-09,4.67E-08
Potri.005G036800,-1.067982999,7.171316006,7.62E-09,4.76E-08
Potri.001G297200,1.220775417,6.23745825,7.69E-09,4.81E-08
Potri.004G210000,0.811489579,7.413200392,7.91E-09,4.94E-08
Potri.014G081000,2.037779329,5.117381626,8.41E-09,5.24E-08
Potri.003G140900,2.016561628,5.104656737,8.41E-09,5.24E-08
Potri.009G041700,1.997798485,5.119456164,8.41E-09,5.24E-08
Potri.013G046400,-2.231016627,5.007909446,8.63E-09,5.37E-08
Potri.014G014100,-2.223183364,5.00313454,8.63E-09,5.37E-08
Potri.010G001200,-1.293427403,6.164450114,8.69E-09,5.40E-08
Potri.009G117500,1.47706674,5.788648995,8.69E-09,5.40E-08
Potri.002G099700,1.509433752,5.713926057,8.78E-09,5.45E-08
Potri.001G210100,1.23740718,6.180782596,8.91E-09,5.53E-08
Potri.005G257800,-1.670653236,5.543195802,9.00E-09,5.57E-08
Potri.013G112500,-1.373252714,6.024777562,9.00E-09,5.57E-08
Potri.014G019400,1.23652941,6.21673191,9.08E-09,5.61E-08
Potri.016G058200,-1.415559605,5.928928207,9.14E-09,5.65E-08
Potri.005G099900,-0.716791028,8.477511837,9.46E-09,5.84E-08
Potri.002G094100,1.048383591,6.624455338,9.74E-09,6.01E-08
Potri.018G075000,-0.827661101,7.418627398,9.98E-09,6.16E-08
Potri.003G101600,0.614708232,8.5947862,9.99E-09,6.16E-08
Potri.018G065700,-1.851330263,5.335094853,1.02E-08,6.28E-08
Potri.016G102100,0.881723593,7.069452822,1.07E-08,6.60E-08
Potri.014G170200,-1.084632608,6.561584801,1.09E-08,6.71E-08
Potri.010G073400,-1.20779706,6.279994137,1.09E-08,6.71E-08
Potri.008G151600,1.609144695,5.560598523,1.09E-08,6.71E-08
Potri.007G126800,1.693684887,5.450821682,1.11E-08,6.81E-08
Potri.003G138700,-1.467794381,5.823637691,1.12E-08,6.85E-08
Potri.014G129000,1.305587935,6.06205644,1.16E-08,7.11E-08
Potri.004G232400,-1.305580796,6.117712582,1.20E-08,7.36E-08
Potri.T027700,1.599686249,5.538051152,1.23E-08,7.52E-08
Potri.007G113100,0.721109933,7.933796629,1.24E-08,7.55E-08
Potri.T104000,-1.955479855,5.216619695,1.24E-08,7.58E-08
Potri.007G104000,-0.817558313,7.492705971,1.25E-08,7.59E-08
Potri.003G201400,0.879011723,7.055229725,1.27E-08,7.77E-08
Potri.002G038500,-1.495339021,5.793390584,1.29E-08,7.85E-08
Potri.017G014100,-1.617691001,5.644565765,1.30E-08,7.89E-08
Potri.015G122500,-1.006205482,6.754912167,1.38E-08,8.42E-08
Potri.015G113400,-2.138444011,5.040678928,1.42E-08,8.62E-08
Potri.004G117100,1.269177096,6.114375176,1.46E-08,8.85E-08
Potri.001G101700,1.731139993,5.334730241,1.47E-08,8.94E-08
Potri.005G123500,1.236391429,6.188190156,1.52E-08,9.19E-08
Potri.012G007500,1.338429928,5.974757983,1.52E-08,9.21E-08
Potri.005G084200,1.319569831,5.976662989,1.52E-08,9.21E-08
Potri.016G101900,-0.752371161,7.836733549,1.54E-08,9.33E-08
Potri.001G001600,-0.81152008,7.280738157,1.55E-08,9.36E-08
Potri.009G040200,-1.418390608,5.885581015,1.55E-08,9.38E-08
Potri.003G080000,0.890916129,7.024021075,1.64E-08,9.87E-08
Potri.009G145400,1.449224203,5.788455043,1.65E-08,9.94E-08
Potri.008G012400,-1.558633274,5.665034978,1.72E-08,1.03E-07
Potri.003G070600,-1.54472333,5.669963945,1.72E-08,1.03E-07
Potri.018G090600,-1.432657112,5.865256327,1.81E-08,1.09E-07
Potri.011G048100,-0.970462857,6.808268588,1.84E-08,1.11E-07
Potri.013G159200,-1.456544315,5.79441481,1.91E-08,1.14E-07
Potri.001G253800,-1.559299888,5.639586369,1.95E-08,1.17E-07
Potri.018G106800,0.784505692,7.645273486,1.97E-08,1.18E-07
Potri.004G222400,-1.927101342,5.206154937,1.98E-08,1.19E-07
Potri.007G003100,1.322666649,5.966542546,2.20E-08,1.32E-07
Potri.010G218700,-0.588347777,8.858338818,2.24E-08,1.34E-07
Potri.002G119300,-1.058800634,8.510643598,2.26E-08,1.35E-07
Potri.018G129200,0.682196754,8.924281242,2.28E-08,1.36E-07
Potri.008G200100,-2.109697302,5.024335061,2.32E-08,1.38E-07
Potri.010G061100,-0.949027835,8.62554364,2.34E-08,1.40E-07
Potri.004G161800,0.842554242,7.134260016,2.41E-08,1.43E-07
Potri.002G173700,0.839153457,7.130912039,2.41E-08,1.43E-07
Potri.015G039200,-1.234694021,6.177445695,2.53E-08,1.50E-07
Potri.007G129700,-0.658324227,8.402596334,2.53E-08,1.51E-07
Potri.013G011200,0.62367729,8.372758121,2.60E-08,1.54E-07
Potri.004G127400,0.677852949,8.061173521,2.65E-08,1.57E-07
Potri.011G162500,-0.871201703,7.055924278,2.81E-08,1.67E-07
Potri.010G231300,-1.04096402,6.611843372,2.88E-08,1.71E-07
Potri.014G005200,0.815779221,7.912486023,2.90E-08,1.72E-07
Potri.011G025700,-0.844929944,7.11813897,3.11E-08,1.84E-07
Potri.002G054700,0.899968439,6.920000283,3.13E-08,1.85E-07
Potri.001G339500,-1.923632938,5.183742305,3.15E-08,1.86E-07
Potri.012G077200,1.020235116,6.601008551,3.27E-08,1.93E-07
Potri.002G088600,-1.906080176,5.145927398,3.34E-08,1.97E-07
Potri.003G080100,1.486873048,5.651799783,3.35E-08,1.98E-07
Potri.016G032500,0.599900928,8.500457356,3.36E-08,1.98E-07
Potri.015G000900,0.800363894,7.277115911,3.38E-08,1.99E-07
Potri.007G001200,0.765920928,7.72800866,3.39E-08,2.00E-07
Potri.014G017200,-0.78284585,7.493557761,3.54E-08,2.08E-07
Potri.001G454300,-1.184193994,6.242776237,3.57E-08,2.10E-07
Potri.017G070000,-2.113835705,5.007617533,3.77E-08,2.21E-07
Potri.003G152700,1.383509571,5.821987169,3.86E-08,2.26E-07
Potri.001G358300,0.792267839,7.5687933,3.92E-08,2.29E-07
Potri.004G048300,-0.790346829,8.316968362,3.94E-08,2.31E-07
Potri.010G206600,1.140391443,6.273550491,4.15E-08,2.43E-07
Potri.005G141800,-1.08465026,6.451105258,4.24E-08,2.48E-07
Potri.016G005300,-1.099799661,6.424371448,4.39E-08,2.56E-07
Potri.010G119400,-1.676432366,5.403653542,4.51E-08,2.63E-07
Potri.002G156500,1.293920859,5.952366939,4.55E-08,2.65E-07
Potri.003G166500,-0.822443026,7.179352523,4.69E-08,2.73E-07
Potri.008G144500,1.274916891,5.997888847,4.71E-08,2.74E-07
Potri.003G069400,1.419778299,5.718580699,4.80E-08,2.79E-07
Potri.006G198800,1.232365147,6.076770924,4.93E-08,2.87E-07
Potri.015G008100,-1.009755987,6.626198573,4.97E-08,2.89E-07
Potri.012G097400,-1.731212423,5.363697605,5.02E-08,2.91E-07
Potri.008G135700,-1.415235391,5.789753085,5.23E-08,3.03E-07
Potri.011G057500,-0.708585936,8.931779543,5.40E-08,3.13E-07
Potri.007G126700,0.940551566,6.739459224,5.50E-08,3.18E-07
Potri.006G229300,-1.143802657,6.311645352,5.66E-08,3.27E-07
Potri.001G247300,-1.139250679,6.314459275,5.66E-08,3.27E-07
Potri.012G044000,1.228753206,6.051996006,5.82E-08,3.37E-07
Potri.013G104300,-0.806441981,7.223186037,5.86E-08,3.39E-07
Potri.005G049400,-0.622357836,8.348410842,5.87E-08,3.39E-07
Potri.003G165700,1.967175173,5.005745125,5.90E-08,3.41E-07
Potri.015G105100,0.754165386,7.475665531,5.94E-08,3.42E-07
Potri.012G120400,1.338592439,5.85844322,5.97E-08,3.44E-07
Potri.017G126200,-0.676559362,8.15600364,6.08E-08,3.50E-07
Potri.018G062100,-1.799764666,5.283409626,6.11E-08,3.51E-07
Potri.011G101700,-2.059113245,4.996813718,6.11E-08,3.51E-07
Potri.002G219200,0.589046901,8.490552275,6.21E-08,3.57E-07
Potri.001G280200,-1.474402818,5.686527751,6.42E-08,3.68E-07
Potri.019G083000,1.123089226,6.27215795,6.73E-08,3.86E-07
Potri.T035000,-0.76516115,7.428643361,6.81E-08,3.90E-07
Potri.008G040100,-1.152973514,6.262275715,6.85E-08,3.92E-07
Potri.005G044800,-0.664048351,8.096872286,6.89E-08,3.94E-07
Potri.016G056800,-1.673337192,5.389620074,6.93E-08,3.96E-07
Potri.019G018500,-0.918104433,6.83599632,7.25E-08,4.14E-07
Potri.007G006100,0.93811136,6.735446961,7.29E-08,4.16E-07
Potri.004G083300,1.564724396,5.45485878,7.40E-08,4.22E-07
Potri.002G049800,1.465511288,5.623346344,7.41E-08,4.22E-07
Potri.010G028900,-0.699797134,7.846723458,8.05E-08,4.59E-07
Potri.003G091400,1.243802836,6.00011185,8.11E-08,4.62E-07
Potri.014G015600,-0.772925803,7.698642258,8.15E-08,4.64E-07
Potri.012G060600,1.354541051,5.808507615,8.17E-08,4.65E-07
Potri.011G052900,0.792032337,7.165948165,8.31E-08,4.72E-07
Potri.002G116300,0.766876548,7.356948166,8.32E-08,4.72E-07
Potri.011G158700,1.171015735,6.14739364,8.32E-08,4.72E-07
Potri.010G199600,1.219096732,6.075239799,8.32E-08,4.72E-07
Potri.010G240800,0.730157334,7.705478504,8.37E-08,4.74E-07
Potri.001G392200,-0.810972907,7.153201777,8.42E-08,4.76E-07
Potri.015G042200,-1.544898227,5.535255437,8.62E-08,4.88E-07
Potri.006G122600,0.698841414,7.78860893,8.74E-08,4.94E-07
Potri.013G005500,-0.53335994,8.832496132,8.93E-08,5.04E-07
Potri.014G033200,-1.935569616,5.070347998,9.00E-08,5.08E-07
Potri.001G068200,0.88180833,6.899762781,9.16E-08,5.16E-07
Potri.005G213500,1.131054131,6.200883852,9.67E-08,5.45E-07
Potri.002G033100,1.983698008,4.944808657,9.89E-08,5.57E-07
Potri.010G048600,1.00458133,6.539999266,1.00E-07,5.63E-07
Potri.011G050800,-2.11873579,4.924711686,1.02E-07,5.72E-07
Potri.009G133600,1.998051586,4.905080533,1.02E-07,5.72E-07
Potri.012G088200,0.83121169,7.023323897,1.02E-07,5.75E-07
Potri.003G210100,-2.191843413,4.818774962,1.03E-07,5.79E-07
Potri.010G250600,-1.316051703,5.893385832,1.06E-07,5.94E-07
Potri.001G466000,-0.472323159,9.343664815,1.07E-07,6.01E-07
Potri.003G197500,-1.064262914,6.435325739,1.07E-07,6.01E-07
Potri.004G076000,1.039524016,6.417715463,1.07E-07,6.01E-07
Potri.014G127700,1.060770632,6.925286424,1.11E-07,6.23E-07
Potri.004G068800,0.995667538,6.557466061,1.13E-07,6.30E-07
Potri.016G130700,-0.824502178,7.083170032,1.15E-07,6.41E-07
Potri.009G067200,-0.804023529,7.419033149,1.17E-07,6.50E-07
Potri.008G041600,-0.892075131,6.882086306,1.18E-07,6.56E-07
Potri.014G106100,-0.834192468,7.052874457,1.21E-07,6.74E-07
Potri.019G031400,-0.947661349,6.708721995,1.23E-07,6.84E-07
Potri.018G075200,0.903675064,6.813302159,1.25E-07,6.95E-07
Potri.015G080000,0.983857581,6.569148348,1.27E-07,7.05E-07
Potri.T166200,-1.555554361,5.528855842,1.29E-07,7.18E-07
Potri.010G109600,-1.318145755,5.908075994,1.29E-07,7.18E-07
Potri.009G159600,0.768726296,7.206918116,1.30E-07,7.22E-07
Potri.004G118600,-0.91909499,6.770984347,1.31E-07,7.28E-07
Potri.009G102000,0.948478964,6.666115587,1.31E-07,7.28E-07
Potri.001G463400,-1.717026212,5.295068222,1.33E-07,7.34E-07
Potri.002G191400,-0.577488432,8.616289638,1.36E-07,7.54E-07
Potri.009G012400,1.359571289,5.768834284,1.39E-07,7.66E-07
Potri.001G239900,0.621585845,8.94762698,1.39E-07,7.70E-07
Potri.003G056200,1.411617203,5.647702998,1.40E-07,7.71E-07
Potri.006G121700,-0.860821132,7.083251969,1.40E-07,7.71E-07
Potri.006G117900,-1.919767761,5.046630934,1.43E-07,7.90E-07
Potri.018G132100,-1.873584303,5.060467821,1.43E-07,7.90E-07
Potri.003G148100,-1.479999751,5.585429551,1.46E-07,8.04E-07
Potri.019G125000,-1.116258637,6.290449161,1.48E-07,8.15E-07
Potri.003G143600,-0.738314075,7.605521465,1.49E-07,8.21E-07
Potri.010G167200,-1.935391071,5.007183826,1.52E-07,8.35E-07
Potri.001G468700,-1.319829911,5.875519527,1.52E-07,8.35E-07
Potri.013G031300,-0.736016511,7.60783739,1.55E-07,8.49E-07
Potri.014G030700,0.960524654,7.253263514,1.64E-07,9.01E-07
Potri.006G002700,0.7696882,7.203800825,1.65E-07,9.05E-07
Potri.010G107300,2.000948813,4.882040966,1.65E-07,9.05E-07
Potri.007G055500,0.899948917,7.243968685,1.66E-07,9.06E-07
Potri.014G035800,1.08082344,6.292098225,1.71E-07,9.34E-07
Potri.006G089800,-0.687863202,9.816915358,1.72E-07,9.40E-07
Potri.T011400,1.122862396,6.184241806,1.86E-07,1.01E-06
Potri.012G082100,-1.481023565,5.592957256,1.87E-07,1.02E-06
Potri.008G100300,-1.462307567,5.599498485,1.87E-07,1.02E-06
Potri.014G035100,-1.13950902,6.169962527,1.89E-07,1.03E-06
Potri.002G038000,1.149357,6.119776283,1.92E-07,1.05E-06
Potri.011G048700,-1.807048314,5.130889341,1.95E-07,1.06E-06
Potri.002G163100,1.756397234,5.111092208,1.95E-07,1.06E-06
Potri.001G136100,1.02342509,6.413047465,1.97E-07,1.07E-06
Potri.002G164400,1.400908744,5.63221232,2.05E-07,1.11E-06
Potri.010G244900,-1.320530778,5.831225678,2.10E-07,1.14E-06
Potri.014G072300,0.607818157,8.703066415,2.12E-07,1.15E-06
Potri.004G134500,0.736858053,7.508416788,2.15E-07,1.17E-06
Potri.T160900,-1.282334758,5.872165379,2.18E-07,1.18E-06
Potri.006G080600,1.560789438,5.360161137,2.18E-07,1.18E-06
Potri.002G121400,1.346803192,5.727908815,2.35E-07,1.27E-06
Potri.006G086900,0.678961254,8.439597146,2.37E-07,1.28E-06
Potri.008G123100,-0.963166492,6.607539528,2.37E-07,1.28E-06
Potri.T157100,-0.86161357,6.887824245,2.39E-07,1.29E-06
Potri.016G067800,0.728962635,7.442793508,2.43E-07,1.31E-06
Potri.006G076400,-1.60457764,5.345527325,2.47E-07,1.33E-06
Potri.009G114800,0.753641236,11.78685026,2.49E-07,1.34E-06
Potri.002G242500,-0.683205834,7.815501877,2.49E-07,1.34E-06
Potri.006G215000,1.474300328,5.515319162,2.50E-07,1.34E-06
Potri.011G064400,1.733053909,5.170786027,2.52E-07,1.36E-06
Potri.003G046200,0.664699179,8.310903395,2.53E-07,1.36E-06
Potri.002G039100,-0.885360543,6.805929371,2.54E-07,1.36E-06
Potri.008G184400,-0.876235635,6.840155669,2.58E-07,1.38E-06
Potri.005G075700,-1.059412244,6.344296477,2.58E-07,1.38E-06
Potri.004G207100,1.059494343,6.294663175,2.68E-07,1.44E-06
Potri.019G100000,0.432832289,13.26481044,2.72E-07,1.45E-06
Potri.014G096900,-1.62903728,5.317013152,2.78E-07,1.49E-06
Potri.004G074900,-0.619560559,8.124608251,2.92E-07,1.56E-06
Potri.008G050700,0.727051624,8.238514055,2.96E-07,1.58E-06
Potri.002G166800,1.047917887,6.311189614,3.07E-07,1.64E-06
Potri.017G084500,0.860505636,6.841026865,3.09E-07,1.65E-06
Potri.007G008100,1.273321187,5.842889544,3.11E-07,1.66E-06
Potri.003G000800,1.272502202,5.836048681,3.11E-07,1.66E-06
Potri.016G074700,1.262619891,5.838590548,3.11E-07,1.66E-06
Potri.010G070900,-1.032340036,6.397508756,3.18E-07,1.69E-06
Potri.009G124500,1.412997335,5.534512066,3.20E-07,1.70E-06
Potri.001G137200,0.64893157,7.935568971,3.27E-07,1.74E-06
Potri.008G164500,-0.708316305,7.638174759,3.27E-07,1.74E-06
Potri.013G126000,0.642646743,8.080466391,3.30E-07,1.75E-06
Potri.002G046200,-1.83776369,5.066145473,3.33E-07,1.77E-06
Potri.009G084000,1.775407766,5.894325401,3.42E-07,1.81E-06
Potri.017G084800,-1.056743833,6.338468268,3.50E-07,1.85E-06
Potri.003G214900,0.966507158,6.535383842,3.59E-07,1.90E-06
Potri.010G172700,-1.847593479,5.031606721,3.61E-07,1.90E-06
Potri.014G089300,1.788343399,5.000286685,3.61E-07,1.90E-06
Potri.008G221200,0.469886959,9.17363105,3.62E-07,1.91E-06
Potri.012G059500,0.808751888,6.973838697,3.63E-07,1.91E-06
Potri.006G115100,1.285837873,5.81656952,3.67E-07,1.94E-06
Potri.001G329700,-1.262533764,5.876410829,3.76E-07,1.98E-06
Potri.014G071100,1.518001495,5.412115273,3.80E-07,2.00E-06
Potri.014G077900,1.00043844,6.437429503,3.85E-07,2.02E-06
Potri.014G111800,0.989118318,6.436153862,3.85E-07,2.02E-06
Potri.T059900,-1.081390547,6.244520408,3.95E-07,2.08E-06
Potri.015G042800,0.697411587,7.65309842,3.99E-07,2.09E-06
Potri.006G240600,-1.35672859,5.70912739,3.99E-07,2.09E-06
Potri.005G192800,-1.356420728,5.707059218,3.99E-07,2.09E-06
Potri.010G011900,0.946594413,6.544758227,4.01E-07,2.10E-06
Potri.004G003200,0.974968239,6.478793334,4.08E-07,2.13E-06
Potri.010G123700,-1.93796824,4.921564936,4.11E-07,2.15E-06
Potri.007G099400,-0.733809711,7.432932525,4.14E-07,2.16E-06
Potri.001G104500,1.087958873,6.15231123,4.21E-07,2.20E-06
Potri.001G088400,-1.513061196,5.491146242,4.28E-07,2.24E-06
Potri.015G132700,0.985359093,6.448094533,4.33E-07,2.26E-06
Potri.010G230600,-0.785143929,7.095355017,4.35E-07,2.27E-06
Potri.012G134100,1.82432153,5.560609198,4.55E-07,2.37E-06
Potri.017G079500,-2.114509735,4.769327189,4.58E-07,2.39E-06
Potri.003G139200,-1.000734733,6.439583725,4.59E-07,2.39E-06
Potri.008G209300,-1.35933123,5.682601078,4.68E-07,2.43E-06
Potri.005G237600,1.419137872,5.522773244,4.73E-07,2.46E-06
Potri.002G055600,-0.842307505,6.89668718,4.75E-07,2.47E-06
Potri.T060000,1.579759215,5.230927284,4.78E-07,2.48E-06
Potri.014G106600,-0.71191936,7.609114472,4.83E-07,2.50E-06
Potri.004G003800,0.660769622,7.791601495,4.86E-07,2.52E-06
Potri.005G230900,1.291414375,5.714892094,4.91E-07,2.54E-06
Potri.001G380100,-1.492142419,5.456740588,4.94E-07,2.56E-06
Potri.011G156600,0.822405229,7.391109827,4.94E-07,2.56E-06
Potri.012G001400,0.939079648,6.568516422,4.97E-07,2.57E-06
Potri.001G312600,-0.892104813,6.716200551,5.00E-07,2.58E-06
Potri.018G109100,0.688279837,8.168867618,5.33E-07,2.75E-06
Potri.005G053000,-0.704784798,7.724127799,5.34E-07,2.75E-06
Potri.014G022500,0.698519598,8.235974119,5.34E-07,2.75E-06
Potri.002G239900,0.616747918,7.99934668,5.41E-07,2.79E-06
Potri.010G132100,-1.488418391,5.51357245,5.48E-07,2.82E-06
Potri.018G003700,0.809514213,6.931201867,5.56E-07,2.86E-06
Potri.013G072200,0.699539514,7.354536462,5.85E-07,3.01E-06
Potri.001G310400,0.973611911,9.598823495,5.94E-07,3.05E-06
Potri.014G085300,0.885191126,6.689365337,5.95E-07,3.05E-06
Potri.003G072200,-1.704278593,5.177350502,6.02E-07,3.09E-06
Potri.001G043600,-1.67630528,5.187040766,6.02E-07,3.09E-06
Potri.010G035100,0.873636426,6.71776658,6.04E-07,3.09E-06
Potri.019G124500,1.135841288,6.072107991,6.12E-07,3.13E-06
Potri.006G201900,-1.893538063,4.9573273,6.14E-07,3.14E-06
Potri.008G131600,-0.752242306,7.131673704,6.21E-07,3.17E-06
Potri.018G013600,-1.227233442,5.889753957,6.39E-07,3.26E-06
Potri.011G028400,1.372167074,5.601749118,6.40E-07,3.27E-06
Potri.002G095100,-1.37031534,5.62758609,6.40E-07,3.27E-06
Potri.001G162800,1.548043764,5.25841622,6.44E-07,3.29E-06
Potri.002G261900,-1.543134125,5.385754705,6.53E-07,3.32E-06
Potri.010G108100,-1.511476293,5.394165787,6.53E-07,3.32E-06
Potri.014G140000,1.498557918,5.364359996,6.53E-07,3.32E-06
Potri.015G146400,1.871929597,4.891333589,6.57E-07,3.34E-06
Potri.010G242600,0.715893306,7.238427333,6.66E-07,3.39E-06
Potri.001G356900,0.436341473,9.315138636,7.15E-07,3.63E-06
Potri.013G005700,1.198377826,7.33926412,7.22E-07,3.67E-06
Potri.003G159800,0.922596623,6.573764536,7.29E-07,3.69E-06
Potri.010G178800,-0.867908912,6.785843839,7.29E-07,3.69E-06
Potri.T119900,-1.624516397,5.252480943,7.29E-07,3.69E-06
Potri.T144700,1.562004937,5.217257501,7.29E-07,3.69E-06
Potri.019G100300,-1.280206332,5.774902462,7.30E-07,3.69E-06
Potri.006G258100,1.35619366,5.572370471,7.49E-07,3.79E-06
Potri.019G031600,-1.186055017,5.986273035,7.53E-07,3.80E-06
Potri.013G092600,0.625310273,7.965164524,8.01E-07,4.05E-06
Potri.001G016700,-1.441851943,5.50721043,8.08E-07,4.08E-06
Potri.002G118900,1.118008,6.062490735,8.46E-07,4.27E-06
Potri.017G015700,-1.281221839,5.746207417,8.60E-07,4.34E-06
Potri.010G088000,0.815742827,6.854444934,8.61E-07,4.34E-06
Potri.008G078000,-1.388105983,5.555629787,8.74E-07,4.40E-06
Potri.010G188000,-1.377857418,5.562786757,8.74E-07,4.40E-06
Potri.015G108300,1.149771728,5.948050779,8.94E-07,4.49E-06
Potri.015G063400,-1.831383331,4.982422448,8.95E-07,4.49E-06
Potri.005G113700,-1.253399372,5.837474474,8.95E-07,4.49E-06
Potri.010G156700,-0.795736835,6.96545142,8.99E-07,4.51E-06
Potri.017G132000,0.792589791,6.951140541,8.99E-07,4.51E-06
Potri.006G233100,1.178341873,5.908593428,9.01E-07,4.51E-06
Potri.015G062300,-1.218776591,5.876829918,9.01E-07,4.51E-06
Potri.002G203500,-0.477383514,9.751705706,9.54E-07,4.78E-06
Potri.008G072600,1.044811827,6.236017352,9.60E-07,4.80E-06
Potri.T071600,-1.808351449,4.946813932,9.71E-07,4.86E-06
Potri.015G099800,1.291180908,5.644110241,9.77E-07,4.88E-06
Potri.009G067700,0.964358479,6.392948017,9.81E-07,4.90E-06
Potri.019G035500,-1.433173917,5.5215131,1.02E-06,5.08E-06
Potri.016G088700,-1.416470858,5.523159313,1.02E-06,5.08E-06
Potri.006G120700,-1.283145479,5.757500017,1.04E-06,5.19E-06
Potri.017G029700,0.981565696,6.358663659,1.04E-06,5.19E-06
Potri.008G117100,-0.635939474,8.065448333,1.07E-06,5.31E-06
Potri.006G233800,-1.213730562,5.852205947,1.07E-06,5.31E-06
Potri.007G025900,-0.897975087,6.627092279,1.08E-06,5.38E-06
Potri.005G072000,1.447491903,5.402683823,1.09E-06,5.40E-06
Potri.007G048200,-0.960602989,6.750345106,1.10E-06,5.44E-06
Potri.001G220800,0.698261947,7.46736952,1.11E-06,5.49E-06
Potri.001G230000,0.856854962,6.716060069,1.12E-06,5.55E-06
Potri.T004500,1.084260767,6.097294581,1.13E-06,5.60E-06
Potri.006G264500,-0.787763953,6.963949193,1.15E-06,5.68E-06
Potri.016G125000,-1.742543959,5.064342599,1.15E-06,5.70E-06
Potri.013G015500,1.688850228,5.038555905,1.15E-06,5.70E-06
Potri.003G183700,-1.100061945,6.074646505,1.17E-06,5.77E-06
Potri.007G116400,-0.881131849,6.639355255,1.19E-06,5.88E-06
Potri.006G204200,0.671691098,8.608153988,1.20E-06,5.91E-06
Potri.006G059700,1.115975623,6.016627852,1.20E-06,5.91E-06
Potri.002G236400,-0.851006148,6.746801999,1.22E-06,6.02E-06
Potri.004G085600,-1.286024116,5.731023393,1.23E-06,6.06E-06
Potri.013G055800,0.809726818,7.759738229,1.23E-06,6.08E-06
Potri.018G107300,0.453536962,9.174091272,1.24E-06,6.11E-06
Potri.005G020300,1.153191852,5.931389568,1.25E-06,6.13E-06
Potri.005G164000,1.049483088,6.146476062,1.25E-06,6.14E-06
Potri.008G226500,0.49762704,8.735241466,1.28E-06,6.28E-06
Potri.004G030300,-1.034852343,6.249885248,1.30E-06,6.38E-06
Potri.008G066000,-0.689164214,7.547801864,1.30E-06,6.40E-06
Potri.007G097500,0.859272509,6.673145512,1.32E-06,6.48E-06
Potri.009G100200,-1.356590017,5.603356903,1.35E-06,6.61E-06
