,logFC,logCPM,PValue,FDR
Potri.004G076600,0.319853062,6.377632936,0.127638925,0.282240488
Potri.001G222200,-0.312722644,8.224107331,0.127932834,0.282803054
Potri.001G118300,-0.32703804,8.196917241,0.128016185,0.282899964
Potri.016G099400,0.34279927,6.258599091,0.128893324,0.284750446
Potri.004G117800,0.418406235,6.961242802,0.129116754,0.285065577
Potri.014G029000,-0.364646416,5.991411124,0.12915541,0.285065577
Potri.014G069800,-0.358818201,5.99062082,0.12915541,0.285065577
Potri.001G009700,0.309618997,6.906023413,0.129523756,0.285790475
Potri.013G008300,0.331676801,7.753009535,0.129793973,0.286298474
Potri.006G027300,-0.498680794,9.759466015,0.129945777,0.286446916
Potri.017G065800,-0.484642924,5.373334683,0.130061302,0.286446916
Potri.001G343900,0.472888046,5.383226649,0.130061302,0.286446916
Potri.006G176100,0.459754851,5.386172718,0.130061302,0.286446916
Potri.003G037600,-0.452807833,5.38231962,0.130061302,0.286446916
Potri.010G023100,-0.38672011,5.865858787,0.130363371,0.287000379
Potri.013G059500,0.287447834,6.749252871,0.13039277,0.287000379
Potri.005G117400,0.420898821,5.715281894,0.130565352,0.287027301
Potri.007G017600,0.405741011,5.706935966,0.130565352,0.287027301
Potri.006G196200,-0.398603783,5.711376869,0.130565352,0.287027301
Potri.011G069900,0.394993335,5.708123807,0.130565352,0.287027301
Potri.002G166800,0.313746952,9.464023663,0.130744924,0.287333841
Potri.009G066000,0.294172864,6.608698882,0.130869267,0.287456602
Potri.014G012100,0.331200911,7.521914286,0.130881078,0.287456602
Potri.001G456800,-0.30379801,6.828142441,0.131016652,0.287666123
Potri.015G012900,0.329569793,7.490271471,0.131252451,0.288095509
Potri.006G191800,0.344308338,6.152458653,0.131711824,0.28901522
Potri.007G003200,0.352554661,7.423200338,0.1317901,0.289098382
Potri.013G102000,0.3112255,6.584712117,0.131982367,0.289431469
Potri.006G122700,0.307442499,6.531488471,0.132688431,0.290890743
Potri.003G105400,-0.440395947,5.559762076,0.132818469,0.291086697
Potri.009G028000,0.330219792,7.496454683,0.133374648,0.292216181
Potri.014G159800,-0.582870208,7.281797155,0.133562474,0.29251466
Potri.010G214600,-0.493446148,5.228416479,0.133592589,0.29251466
Potri.010G110800,-0.397504644,5.734526054,0.133639931,0.292528861
Potri.013G158400,0.283947074,6.754037421,0.133769621,0.292723254
Potri.005G049300,-0.469466398,5.413462353,0.134005298,0.292802368
Potri.008G176500,-0.457184977,5.410027657,0.134005298,0.292802368
Potri.012G078400,-0.44432162,5.412027846,0.134005298,0.292802368
Potri.009G160200,0.3674747,6.027495279,0.134092034,0.292802368
Potri.012G043900,-0.364928163,6.020309834,0.134092034,0.292802368
Potri.001G007900,-0.358758777,6.024116414,0.134092034,0.292802368
Potri.011G066000,0.351401137,6.025760882,0.134092034,0.292802368
Potri.004G036100,0.29263217,6.546628585,0.134375638,0.293159996
Potri.006G033200,-0.288331421,6.543455498,0.134375638,0.293159996
Potri.012G070600,-0.519669846,6.65625564,0.134378646,0.293159996
Potri.005G070500,0.318196418,6.297892195,0.134965869,0.294351392
Potri.017G059000,-0.297997461,6.603744091,0.135252195,0.294886028
Potri.014G141500,-0.436792753,8.128907075,0.135357866,0.294958366
Potri.010G151700,0.3237116,8.317460487,0.135367764,0.294958366
Potri.002G061000,0.388852351,5.894447294,0.135842885,0.295813583
Potri.003G198100,-0.378863701,5.891171609,0.135842885,0.295813583
Potri.018G016800,-0.339288173,6.177377832,0.136153107,0.29639898
Potri.007G139100,-0.350056652,6.040587697,0.13654327,0.297157998
Potri.001G075500,-0.329997461,6.309537232,0.136974826,0.298006611
Potri.001G329500,-0.376429179,8.01583344,0.137100031,0.298188404
Potri.006G222900,0.294370038,7.304093322,0.13765964,0.299314614
Potri.009G065800,0.315967558,8.111166357,0.13789514,0.299511019
Potri.010G169600,0.450708035,5.428995464,0.137919403,0.299511019
Potri.008G089800,-0.448392606,5.434513183,0.137919403,0.299511019
Potri.001G424000,-0.440105632,5.436364802,0.137919403,0.299511019
Potri.011G100800,-0.505695002,5.256884618,0.138084619,0.299511019
Potri.008G165400,-0.50363676,5.245026804,0.138084619,0.299511019
Potri.001G072700,0.485574961,5.250764991,0.138084619,0.299511019
Potri.002G060600,0.482092659,5.268224232,0.138084619,0.299511019
Potri.012G074800,-0.379093732,5.913913203,0.138561091,0.300271614
Potri.003G098800,-0.37807618,5.912580692,0.138561091,0.300271614
Potri.015G029700,0.377678265,5.9151861,0.138561091,0.300271614
Potri.007G061500,0.317359353,6.331728148,0.138975961,0.30107954
Potri.018G089400,0.412263872,7.392166383,0.139435771,0.301984308
Potri.012G143900,0.427954448,5.606201911,0.139699131,0.301992656
Potri.014G005000,0.42299314,5.613366,0.139699131,0.301992656
Potri.014G088600,0.420749351,5.619499589,0.139699131,0.301992656
Potri.010G185800,-0.411424024,5.611876832,0.139699131,0.301992656
Potri.002G153100,0.405316162,5.616615479,0.139699131,0.301992656
Potri.016G024800,0.405662753,5.771366907,0.13973487,0.301992656
Potri.005G050600,-0.393084613,5.767685688,0.13973487,0.301992656
Potri.009G013600,0.328089619,6.312331905,0.140274404,0.30306721
Potri.003G186500,0.3167523,7.912970851,0.140480332,0.303420567
Potri.005G210600,0.331087664,6.208431149,0.14055652,0.303493573
Potri.014G162800,0.342911395,6.868689247,0.14082871,0.303989617
Potri.004G096000,-0.315688497,7.55922545,0.141028404,0.304328925
Potri.002G259300,-0.369922124,5.926879389,0.14126454,0.304563115
Potri.004G057700,-0.369156782,5.934249054,0.14126454,0.304563115
Potri.017G089600,0.362455394,5.937862,0.14126454,0.304563115
Potri.003G128700,-0.308037755,8.35070488,0.141599088,0.305192496
Potri.014G162200,0.302950425,7.408499471,0.141662395,0.30523706
Potri.003G094500,-0.296411189,6.640932014,0.141753111,0.305340635
Potri.014G059000,-0.449611834,5.455849546,0.141802754,0.305355704
Potri.005G151700,-0.286234407,6.476705287,0.142326944,0.306392339
Potri.007G032500,-0.490346749,5.28236032,0.142535908,0.306473605
Potri.013G014600,0.470419619,5.287468994,0.142535908,0.306473605
Potri.009G118400,-0.469426999,5.292544824,0.142535908,0.306473605
Potri.005G162500,0.451233153,5.283890513,0.142535908,0.306473605
Potri.017G146700,-0.317300729,6.222387237,0.14274365,0.30682814
Potri.005G226900,0.302288608,6.3555193,0.142954319,0.307188753
Potri.008G162000,0.342664203,6.088089507,0.143826048,0.308783959
Potri.018G099900,-0.342095313,6.099266118,0.143826048,0.308783959
Potri.016G061100,-0.338548357,6.087509731,0.143826048,0.308783959
Potri.016G126000,-0.362209756,5.946872657,0.143952978,0.308963825
Potri.004G031500,-0.525081813,10.29652049,0.144037768,0.309053166
Potri.010G116500,-0.280070627,7.129676152,0.144218835,0.309348969
Potri.015G108600,-0.274384346,6.660914472,0.144308616,0.309448844
Potri.002G029600,0.286123757,6.624860034,0.144607518,0.309996954
Potri.001G001600,-0.29404444,6.370370509,0.144931344,0.310584031
Potri.010G115000,0.295063723,6.558701783,0.144968133,0.310584031
Potri.010G126700,0.422464993,5.488915019,0.145654615,0.311961426
Potri.018G070100,0.319629846,7.423401877,0.146058075,0.312615802
Potri.004G176200,0.297146627,7.358455819,0.146197954,0.312615802
Potri.005G107600,0.339590196,6.106246855,0.146229385,0.312615802
Potri.009G118500,0.333231471,6.106740565,0.146229385,0.312615802
Potri.010G130800,0.377153259,8.404380851,0.146350021,0.312615802
Potri.T121700,0.420942538,5.657653833,0.14648408,0.312615802
Potri.010G225100,0.418252358,5.655971758,0.14648408,0.312615802
Potri.017G070200,0.413357784,5.647826251,0.14648408,0.312615802
Potri.017G016100,0.404810102,5.651010242,0.14648408,0.312615802
Potri.012G033400,-0.400021188,5.647040134,0.14648408,0.312615802
Potri.001G201800,0.393203928,5.652208005,0.14648408,0.312615802
Potri.004G221700,0.390431953,5.660326909,0.14648408,0.312615802
Potri.008G092000,0.312111013,8.629414525,0.1465713,0.312708734
Potri.002G175700,-0.462790975,5.320852073,0.14694538,0.31304044
Potri.008G139700,-0.460837279,5.31411264,0.14694538,0.31304044
Potri.012G072700,-0.460836478,5.326143771,0.14694538,0.31304044
Potri.006G100900,0.448025626,5.318238398,0.14694538,0.31304044
Potri.002G155800,-0.43759418,5.315565477,0.14694538,0.31304044
Potri.005G072300,-0.295591197,9.87446138,0.148104051,0.315414934
Potri.001G452400,0.457594303,5.623945537,0.148339511,0.31582245
Potri.001G366500,0.336687226,6.122105253,0.148620333,0.31626786
Potri.002G249000,-0.317537657,7.545517263,0.14863706,0.31626786
Potri.008G043600,0.369449267,5.836672554,0.148736009,0.31638438
Potri.008G041400,0.443195392,6.389736439,0.149220533,0.316890901
Potri.011G139500,0.31152707,6.263048137,0.149245226,0.316890901
Potri.013G105300,-0.352074711,5.979396404,0.14928394,0.316890901
Potri.006G044700,0.351710284,5.982922848,0.14928394,0.316890901
Potri.016G117500,0.348997723,5.987243879,0.14928394,0.316890901
Potri.013G049100,-0.347144386,5.985061028,0.14928394,0.316890901
Potri.014G168700,-0.341230727,5.979980853,0.14928394,0.316890901
Potri.001G364000,0.432381935,5.499969716,0.14947437,0.317107108
Potri.001G338900,-0.413019535,5.512439386,0.14947437,0.317107108
Potri.007G128200,-0.444064241,8.501343842,0.149798756,0.317693506
Potri.003G033200,-0.38660807,5.679390192,0.149839521,0.317693506
Potri.002G005500,0.30586116,6.626711868,0.149963226,0.317861664
Potri.010G205700,-0.349410244,8.844864818,0.150300741,0.318482777
Potri.008G067400,0.276024435,6.668893743,0.151069066,0.320016129
Potri.005G082600,-0.309491082,7.370724456,0.151219038,0.320239075
Potri.010G226000,0.273956621,6.535681163,0.151291712,0.320246833
Potri.003G091100,0.454572546,5.352059858,0.151312156,0.320246833
Potri.010G221600,0.355507554,5.996295632,0.151926089,0.321356217
Potri.010G192900,0.351202577,6.006771753,0.151926089,0.321356217
Potri.002G105600,-0.299728516,8.267166952,0.151987774,0.321391749
Potri.001G091300,0.333238161,7.487340818,0.15255944,0.322505341
Potri.001G454000,-0.329949795,7.509361133,0.152747171,0.32280689
Potri.004G004200,0.404182055,5.698388354,0.153169794,0.32322603
Potri.002G108500,0.401303294,5.695173562,0.153169794,0.32322603
Potri.006G276400,-0.343358467,8.242053857,0.153257787,0.32322603
Potri.004G167400,-0.4155311,5.5406588,0.153261504,0.32322603
Potri.001G405500,-0.415169118,5.527377069,0.153261504,0.32322603
Potri.014G071400,0.40931668,5.53848169,0.153261504,0.32322603
Potri.005G106500,0.40835688,5.535505113,0.153261504,0.32322603
Potri.007G034400,0.285526887,6.622350617,0.154324016,0.325329817
Potri.015G138800,0.271432045,7.124101427,0.154349915,0.325329817
Potri.003G215100,0.350997522,6.018051574,0.15455247,0.325651865
Potri.001G301100,-0.315306974,7.293967096,0.154613249,0.325651865
Potri.004G223800,-0.363529277,5.867946077,0.154639154,0.325651865
Potri.012G036700,-0.282449389,6.557437517,0.154828906,0.325955591
Potri.008G204200,0.275518374,7.175491944,0.15492307,0.326057961
Potri.003G128600,0.278479264,9.413513383,0.155198103,0.326540822
Potri.001G078700,0.436292608,5.370264504,0.155635533,0.327364988
Potri.012G042400,-0.326273011,6.168387091,0.155717589,0.327441392
Potri.008G002900,-0.367185535,10.05598124,0.156327583,0.328358217
Potri.011G126200,0.489863426,5.180080221,0.156367922,0.328358217
Potri.009G047700,-0.316906189,9.369209761,0.156383421,0.328358217
Potri.002G149500,0.394116745,5.722223611,0.156474614,0.328358217
Potri.005G019100,-0.381524731,5.724919483,0.156474614,0.328358217
Potri.005G044800,0.375757669,5.720867851,0.156474614,0.328358217
Potri.011G120700,0.374639927,5.715662567,0.156474614,0.328358217
Potri.017G043100,-0.287101011,6.571936243,0.156586875,0.328497517
Potri.010G215900,-0.318582124,8.208793599,0.156701498,0.328639879
Potri.015G062200,-0.507607614,11.03388455,0.156778129,0.328639879
Potri.006G107300,0.298194461,6.513486238,0.156792434,0.328639879
Potri.006G020900,-0.431970363,5.550088432,0.1570156,0.328818865
Potri.014G192900,0.402135181,5.55281486,0.1570156,0.328818865
Potri.013G124900,-0.394234908,5.551263224,0.1570156,0.328818865
Potri.004G126100,0.345843215,6.034219724,0.157162952,0.32893503
Potri.006G152900,0.339758104,6.031992802,0.157162952,0.32893503
Potri.010G110100,0.316111646,7.720367725,0.157556618,0.329662591
Potri.011G168200,0.272746514,6.912319404,0.15821309,0.330939447
Potri.019G034100,0.323686312,7.49488683,0.158260108,0.330941113
Potri.017G082900,-0.272730343,6.57976336,0.158337709,0.331006714
Potri.016G077200,-0.282341195,6.46232198,0.158536293,0.33132512
Potri.002G081000,0.332309275,8.05589062,0.158687034,0.33154338
Potri.001G354000,-0.265089647,6.782272235,0.158817458,0.331719077
Potri.014G019200,-0.56641794,6.274510253,0.159201948,0.332425181
Potri.004G003900,-0.437350196,6.056898783,0.159353625,0.332644885
Potri.013G004700,-0.275412057,7.005379458,0.159453346,0.332756035
Potri.014G098500,-0.389527137,5.730723948,0.159753744,0.333039893
Potri.010G186900,-0.362059698,5.741420776,0.159753744,0.333039893
Potri.017G129400,0.329528126,6.0514726,0.159757421,0.333039893
Potri.009G121400,0.306836683,6.330648517,0.159876066,0.333039893
Potri.001G141300,0.362901936,7.395877436,0.159906319,0.333039893
Potri.T168400,0.437584287,5.38784672,0.159914966,0.333039893
Potri.009G139000,0.42748968,5.401137457,0.159914966,0.333039893
Potri.009G041800,-0.296680748,8.956364147,0.160274327,0.333691242
Potri.019G079000,-0.327600533,7.524794428,0.160359031,0.333727789
Potri.019G063900,-0.316313976,6.194636794,0.160385101,0.333727789
Potri.003G117700,0.373257898,5.902951476,0.160462244,0.333791305
Potri.001G344100,-0.28847971,6.800383133,0.160660945,0.33387644
Potri.010G238700,-0.421977524,5.573385191,0.160736325,0.33387644
Potri.015G053300,0.414120195,5.582529014,0.160736325,0.33387644
Potri.005G232900,0.404450308,5.58675491,0.160736325,0.33387644
Potri.001G343500,0.388458443,5.577137614,0.160736325,0.33387644
Potri.005G000100,-0.288158966,9.022185622,0.160801592,0.333915139
Potri.010G185100,-0.476242793,5.20531696,0.161315443,0.334787991
Potri.002G032600,-0.460594455,5.221209729,0.161315443,0.334787991
Potri.010G219500,-0.29058855,8.066226885,0.161541269,0.335159515
Potri.007G023200,-0.309885985,6.390132846,0.161998317,0.336010413
Potri.010G108800,-0.283440386,7.134589327,0.162197134,0.336325362
Potri.010G046300,-0.328188783,6.435199381,0.162693503,0.337256943
Potri.017G078500,0.375406142,5.765397763,0.163006997,0.337613566
Potri.003G015400,0.375333637,5.759214241,0.163006997,0.337613566
Potri.007G027700,-0.373753225,5.751588418,0.163006997,0.337613566
Potri.011G129400,0.347528191,8.222231537,0.16362028,0.338785773
Potri.005G100400,-0.406036932,7.769264718,0.163878977,0.338978322
Potri.009G033300,-0.300417058,6.36066177,0.164054975,0.338978322
Potri.013G009600,-0.293708958,6.357377659,0.164054975,0.338978322
Potri.005G230500,0.435225983,5.422946233,0.164150043,0.338978322
Potri.001G017000,0.432867541,5.419689018,0.164150043,0.338978322
Potri.005G087700,-0.421588736,5.419174762,0.164150043,0.338978322
Potri.012G081600,0.419667217,5.426112266,0.164150043,0.338978322
Potri.010G003700,0.418790635,5.412628074,0.164150043,0.338978322
Potri.005G170400,-0.412511783,5.42605042,0.164150043,0.338978322
Potri.014G000600,0.419293894,5.601981379,0.164423424,0.338978322
Potri.006G220800,0.39971354,5.597592896,0.164423424,0.338978322
Potri.011G088500,-0.396746961,5.593328478,0.164423424,0.338978322
Potri.014G177100,-0.391130265,5.608793562,0.164423424,0.338978322
Potri.015G069400,0.389350669,5.603895536,0.164423424,0.338978322
Potri.008G060600,-0.385921853,5.595411708,0.164423424,0.338978322
Potri.013G111500,0.319975086,6.079860209,0.16489796,0.339858779
Potri.015G143300,-0.281339686,6.484569373,0.165286884,0.340562329
Potri.008G126600,-0.305795757,7.511422733,0.165438475,0.340776605
Potri.004G016900,0.301874278,8.574372336,0.165931552,0.341693964
Potri.003G114800,-0.277531318,6.510712421,0.166121601,0.341825693
Potri.001G371700,0.285388463,6.375700951,0.166128504,0.341825693
Potri.014G095300,-0.351611225,5.945914624,0.16620416,0.341825693
Potri.017G131800,0.342582627,5.939715949,0.16620416,0.341825693
Potri.001G399100,-0.365236286,5.773983405,0.166234227,0.341825693
Potri.001G358300,0.301393805,7.498831819,0.166718983,0.342724064
Potri.013G009400,-0.333736907,7.524015523,0.167436147,0.343918031
Potri.005G237500,-0.330489396,6.096319379,0.167443891,0.343918031
Potri.008G059600,0.327216398,6.094166353,0.167443891,0.343918031
Potri.004G046300,0.408645581,5.623114443,0.16807671,0.344967902
Potri.014G025400,0.280515268,8.905836455,0.168137022,0.344967902
Potri.008G133800,-0.294274244,6.385121316,0.168191373,0.344967902
Potri.005G150300,-0.289050286,6.389876633,0.168191373,0.344967902
Potri.006G233000,0.254608778,6.755769602,0.168236316,0.344967902
Potri.004G190800,-0.418848254,5.445231144,0.168340482,0.344967902
Potri.019G048600,0.415829988,5.448789158,0.168340482,0.344967902
Potri.014G049400,0.398246743,5.447754462,0.168340482,0.344967902
Potri.012G140000,0.318621421,7.086030207,0.16848532,0.345165921
Potri.012G076800,0.34784488,5.950255302,0.169044442,0.345835088
Potri.009G043200,-0.347411101,5.955531835,0.169044442,0.345835088
Potri.008G224900,-0.345370089,5.956889713,0.169044442,0.345835088
Potri.018G024000,-0.332417109,5.957156849,0.169044442,0.345835088
Potri.001G153000,-0.262460103,6.992742634,0.169053465,0.345835088
Potri.012G045700,0.382298038,5.799614054,0.169435327,0.346418316
Potri.010G069600,-0.372521121,5.803202645,0.169435327,0.346418316
Potri.008G181900,-0.352852636,11.11940122,0.169723948,0.346909355
Potri.019G132000,-0.269094948,6.535663465,0.169861774,0.346924301
Potri.016G027600,0.336504023,7.626782739,0.169896603,0.346924301
Potri.001G347100,-0.325739821,6.117343402,0.169973526,0.346924301
Potri.014G122600,-0.320142446,6.111216041,0.169973526,0.346924301
Potri.001G023100,0.319240242,6.115672889,0.169973526,0.346924301
Potri.005G242700,0.281316335,7.331137606,0.170358426,0.34761081
Potri.013G006100,0.33987883,9.35232472,0.170752022,0.348314667
Potri.001G022500,-0.475964205,5.270610166,0.171030197,0.348385835
Potri.001G350400,-0.462547239,5.276591355,0.171030197,0.348385835
Potri.001G111800,-0.460973272,5.26434707,0.171030197,0.348385835
Potri.009G139500,0.450210382,5.276368781,0.171030197,0.348385835
Potri.013G131300,-0.438857008,5.274517601,0.171030197,0.348385835
Potri.006G085400,-0.257318332,6.626730583,0.171648381,0.349443943
Potri.011G103700,-0.375511117,5.650504138,0.17169606,0.349443943
Potri.018G103300,-0.372789312,5.642881694,0.17169606,0.349443943
Potri.014G131000,0.338457479,5.975617823,0.171864197,0.349686744
Potri.005G076000,-0.26219848,6.85363704,0.171922905,0.349706817
Potri.006G220400,0.312355947,8.153216257,0.172311643,0.35035475
Potri.003G052700,0.28654089,8.212286551,0.17239782,0.35035475
Potri.009G043800,-0.282647134,7.20691878,0.172406178,0.35035475
Potri.011G094500,-0.419329789,5.460843428,0.172486103,0.35035475
Potri.001G166600,0.402351336,5.474374838,0.172486103,0.35035475
Potri.004G129200,-0.365062926,5.817025571,0.172610229,0.350507441
Potri.018G088300,-0.26167608,7.048060743,0.173458927,0.352130965
Potri.002G247700,0.329852147,7.050254786,0.17371809,0.352557121
Potri.009G041400,0.289551807,6.427430337,0.174315813,0.353669941
Potri.001G348500,0.314611678,6.153077408,0.174983793,0.354924633
Potri.006G234100,-0.378051638,5.658365217,0.175281408,0.355427607
Potri.006G147300,-0.279912568,6.498216277,0.175624184,0.356021845
Potri.017G032300,0.288400622,6.894021428,0.175709984,0.356069535
Potri.002G011400,-0.352097691,5.832180248,0.175758892,0.356069535
Potri.011G083300,0.427669237,5.296346739,0.1757969,0.356069535
Potri.018G056200,-0.341020027,7.999073611,0.175879082,0.356135245
Potri.015G041600,-0.29884148,7.551388447,0.176167522,0.35661845
Potri.005G258000,0.272731276,6.439986656,0.176335861,0.356761194
Potri.001G325700,0.415496539,5.488748656,0.176586826,0.356761194
Potri.014G080800,0.404224608,5.498828773,0.176586826,0.356761194
Potri.008G006100,-0.401090996,5.501163285,0.176586826,0.356761194
Potri.004G079800,0.400508393,5.487708046,0.176586826,0.356761194
Potri.006G059700,0.382794035,5.495267526,0.176586826,0.356761194
Potri.002G119100,-0.381362292,5.494225943,0.176586826,0.356761194
Potri.015G007100,-0.26996279,6.6774313,0.176685707,0.356860271
Potri.007G105900,-0.415563324,9.172596137,0.177019896,0.357434421
Potri.009G132000,-0.29212008,7.788644393,0.177246253,0.357782258
Potri.017G050900,-0.3373623,6.00618216,0.177442011,0.357782258
Potri.001G027600,0.331612663,6.006204445,0.177442011,0.357782258
Potri.018G151300,0.331408924,6.005035413,0.177442011,0.357782258
Potri.011G148700,-0.329705391,6.012143417,0.177442011,0.357782258
Potri.004G074400,0.265093556,7.080449609,0.177537921,0.357874862
Potri.018G114100,0.282471723,8.111397901,0.177925729,0.358555648
Potri.010G004000,0.282746442,7.271001978,0.178309172,0.359227258
Potri.008G189900,-0.2793997,6.315246411,0.178532899,0.35957681
Potri.006G156200,0.393840882,5.687376386,0.178832737,0.359772522
Potri.013G037700,-0.371865827,5.678420376,0.178832737,0.359772522
Potri.015G006900,-0.367756332,5.681725656,0.178832737,0.359772522
Potri.007G073200,0.366910167,5.684392094,0.178832737,0.359772522
Potri.018G119500,-0.347201728,5.849754769,0.17888131,0.359772522
Potri.001G252600,-0.264048866,6.588047405,0.179058101,0.360026959
Potri.001G309800,0.307014775,6.177871826,0.179928636,0.361675753
Potri.013G089600,-0.353117608,8.098080935,0.180111815,0.361942351
Potri.018G028200,0.411852935,5.522003696,0.180642655,0.362662857
Potri.T059200,0.402303486,5.513129739,0.180642655,0.362662857
Potri.009G100200,0.383072503,5.519930188,0.180642655,0.362662857
Potri.006G111300,-0.264210195,6.903907826,0.180672962,0.362662857
Potri.010G135100,0.282818443,6.790083945,0.180771447,0.362758846
Potri.014G175600,-0.330669716,11.70003341,0.180985011,0.363025889
Potri.010G027800,-0.29422087,7.430438306,0.181027491,0.363025889
Potri.015G035000,-0.268645648,7.04698358,0.181056627,0.363025889
Potri.001G287400,-0.363032647,7.498754669,0.181718231,0.36425043
Potri.003G051400,-0.274810037,7.090449551,0.18183245,0.364377369
Potri.007G014600,-0.347554382,5.873277294,0.1819775,0.364464028
Potri.001G118900,-0.339777667,5.87829076,0.1819775,0.364464028
Potri.006G280100,0.373006397,5.705234591,0.182350075,0.364904007
Potri.015G088300,0.369816414,5.698860332,0.182350075,0.364904007
Potri.019G077000,-0.363081405,5.707266606,0.182350075,0.364904007
Potri.016G028900,-0.286354379,7.382058791,0.182450893,0.364943687
Potri.016G084400,-0.296280598,8.067995377,0.182474153,0.364943687
Potri.002G169100,-0.321126793,6.205485295,0.182522813,0.364943687
Potri.012G142200,0.270971424,6.731157865,0.182593379,0.364982857
Potri.011G039800,0.331916925,6.04379181,0.182937555,0.365430305
Potri.002G254100,-0.293619454,6.339147832,0.182938337,0.365430305
Potri.009G146000,0.272888005,6.654176914,0.182970341,0.365430305
Potri.018G028600,-0.27320332,7.38983385,0.183556893,0.366499542
Potri.003G052500,-0.384389801,11.48680342,0.183992656,0.367267191
Potri.006G231800,-0.295475119,7.506975067,0.184546148,0.367971133
Potri.008G049600,-0.41188466,5.538995948,0.18465367,0.367971133
Potri.015G132500,-0.402890706,5.538117534,0.18465367,0.367971133
Potri.010G198400,0.39141253,5.549447851,0.18465367,0.367971133
Potri.010G190000,0.387879885,5.538060001,0.18465367,0.367971133
Potri.007G006300,0.386937041,5.548832362,0.18465367,0.367971133
Potri.012G109800,0.303032632,6.205914558,0.184808108,0.368138274
Potri.018G106800,-0.285986053,7.52988049,0.185021656,0.368138274
Potri.001G396500,0.343921539,5.891088291,0.185047505,0.368138274
Potri.015G068300,-0.33289585,5.892542536,0.185047505,0.368138274
Potri.015G070500,-0.327490603,5.897882818,0.185047505,0.368138274
Potri.003G154300,0.324672838,5.895518439,0.185047505,0.368138274
Potri.010G084800,0.255557451,6.819888143,0.185139749,0.368138274
Potri.001G054900,-0.428095683,5.344343559,0.185148872,0.368138274
Potri.006G126600,-0.370348987,5.732374048,0.185833492,0.369294422
Potri.014G084900,-0.364826472,5.723249649,0.185833492,0.369294422
Potri.009G022300,-0.27459535,7.925411145,0.187349737,0.372204249
Potri.004G066900,0.329909291,5.916426834,0.188091392,0.373470428
Potri.004G030300,-0.317788127,5.911164525,0.188091392,0.373470428
Potri.T060200,-0.265093045,6.518162213,0.188231132,0.373571588
Potri.004G073500,-0.321440556,6.077020818,0.188351038,0.373571588
Potri.004G177300,0.319139245,6.070696717,0.188351038,0.373571588
Potri.015G009400,0.295367124,6.075634202,0.188351038,0.373571588
Potri.013G146900,0.391127033,5.560656649,0.188620016,0.374001473
Potri.018G092100,0.300973921,6.655863887,0.188814154,0.374282764
Potri.016G143100,-0.264811578,6.650570257,0.188934105,0.374416881
Potri.018G113500,-0.352367012,5.752094731,0.189283095,0.375004692
Potri.010G034900,-0.255593598,6.706243061,0.189710523,0.375691117
Potri.002G233900,0.412097045,5.379852387,0.189734508,0.375691117
Potri.013G040900,0.273752332,6.51960323,0.190423454,0.376951046
Potri.017G114000,0.268486545,7.238465116,0.190517332,0.377032641
Potri.008G110100,-0.340801449,5.931946064,0.191109243,0.377786356
Potri.010G253400,0.331699224,5.926573768,0.191109243,0.377786356
Potri.007G060900,0.319172367,5.934781638,0.191109243,0.377786356
Potri.002G044900,0.317237923,5.930639529,0.191109243,0.377786356
Potri.004G140500,0.277732205,9.638202029,0.191493604,0.378441679
Potri.002G141500,-0.265016216,7.068312413,0.19202022,0.379377697
Potri.006G034700,0.249478337,6.804131113,0.192414511,0.379884261
Potri.015G105300,-0.273663176,6.868398684,0.192439073,0.379884261
Potri.002G171500,0.384705859,5.593766668,0.192541897,0.379884261
Potri.001G353700,0.376985752,5.582647976,0.192541897,0.379884261
Potri.012G045800,-0.373823221,5.584130993,0.192541897,0.379884261
Potri.011G031300,-0.343947559,8.008285412,0.192921111,0.38052759
Potri.006G117400,-0.265085594,6.994878702,0.193374256,0.381316351
Potri.017G087200,0.265460908,9.351422581,0.193484866,0.381429417
Potri.010G047200,0.312722907,6.107155207,0.193682884,0.381487665
Potri.002G138400,0.272011544,6.402571729,0.193722427,0.381487665
Potri.007G064100,0.271572339,6.4122363,0.193722427,0.381487665
Potri.003G120600,0.281788394,6.798786337,0.193795865,0.381487665
Potri.002G082400,0.331935124,6.887100112,0.1940403,0.381487665
Potri.010G108200,0.293349878,7.494642391,0.194087866,0.381487665
Potri.010G068200,-0.331549003,5.950555415,0.194101164,0.381487665
Potri.010G242600,0.328702774,5.949509218,0.194101164,0.381487665
Potri.006G091000,0.259740641,6.907151825,0.19413208,0.381487665
Potri.019G083300,0.398908693,5.402319696,0.194260339,0.381487665
Potri.001G191100,-0.393151545,5.410231916,0.194260339,0.381487665
Potri.013G152900,-0.39229322,5.412653685,0.194260339,0.381487665
Potri.012G125900,-0.380599449,5.406274066,0.194260339,0.381487665
Potri.001G319900,-0.376137205,5.410180143,0.194260339,0.381487665
Potri.003G127100,0.279712657,6.263971506,0.194371876,0.381602038
Potri.018G018400,-0.247491019,6.915708302,0.195464818,0.383641579
Potri.014G049300,-0.272096041,7.734006,0.195517894,0.383641579
Potri.001G296500,-0.262834071,6.416797776,0.195840143,0.38416861
Potri.006G246800,0.355945671,5.785794655,0.196081437,0.384220879
Potri.015G096300,0.340495525,5.78661714,0.196081437,0.384220879
Potri.017G050800,-0.338056242,5.796364738,0.196081437,0.384220879
Potri.005G189600,0.325913623,5.791496441,0.196081437,0.384220879
