,logFC,logCPM,PValue,FDR
Potri.003G185000,1.112610098,5.00437023,0.002150412,0.009914328
Potri.015G121600,0.727856928,6.050033258,0.002158293,0.009931475
Potri.009G069300,0.720637242,6.050052166,0.002158293,0.009931475
Potri.005G226100,-0.709068503,6.044719723,0.002158293,0.009931475
Potri.016G101900,0.895486388,5.553697708,0.002185882,0.010051969
Potri.006G132400,0.955173364,5.361385017,0.002195204,0.010088356
Potri.015G054300,-0.690671047,6.112428261,0.002206376,0.010133024
Potri.001G436300,-0.735189332,7.806415565,0.002207754,0.010133024
Potri.015G129000,1.03719955,5.197147545,0.002233689,0.010225916
Potri.018G093900,-1.023673939,5.191452061,0.002233689,0.010225916
Potri.018G029400,-1.018385797,5.195158764,0.002233689,0.010225916
Potri.002G052400,0.684820318,7.725354957,0.002233706,0.010225916
Potri.002G055400,0.934802486,5.702213245,0.002238013,0.010236737
Potri.014G086300,0.736707652,5.983778524,0.002238929,0.010236737
Potri.010G250200,0.576889268,6.696545714,0.002272564,0.010383891
Potri.019G033500,-0.860597506,5.625772213,0.002297805,0.010492528
Potri.014G130100,0.611901182,6.718136329,0.002312996,0.010555164
Potri.006G265100,0.639432324,6.480231408,0.002335263,0.010649421
Potri.001G262200,-0.69746314,9.479708941,0.002336626,0.010649421
Potri.T137400,0.980309546,5.303921977,0.002358512,0.010715068
Potri.001G370500,-0.977909601,5.289330288,0.002358512,0.010715068
Potri.018G074300,-0.974944782,5.307464288,0.002358512,0.010715068
Potri.009G109900,0.97056276,5.309395897,0.002358512,0.010715068
Potri.004G189900,-0.965970347,5.291553502,0.002358512,0.010715068
Potri.016G066100,0.632110698,6.32992583,0.00237506,0.010783406
Potri.009G159600,0.665251275,6.269764098,0.002378963,0.01079428
Potri.014G030700,-0.72091982,9.504435359,0.002391779,0.010845222
Potri.001G368900,0.731820429,6.002060902,0.002393219,0.010845222
Potri.015G030600,0.619992144,6.891609786,0.002420709,0.010962858
Potri.007G030900,0.670085326,7.352435215,0.002429609,0.010996208
Potri.006G234400,-0.789439152,5.797698301,0.002437523,0.011025056
Potri.014G129200,-0.920851882,5.390877668,0.002443282,0.011044128
Potri.010G066900,-0.80098516,7.532355486,0.002456182,0.011095432
Potri.001G083300,-0.807569233,7.192067892,0.00247318,0.011165177
Potri.009G043900,-0.598592452,6.570653843,0.002475848,0.011170177
Potri.012G112400,-0.751873266,5.940367908,0.00248006,0.011174567
Potri.007G009200,-0.800137725,5.725112788,0.002480737,0.011174567
Potri.002G071700,1.053233421,5.052656684,0.002481503,0.011174567
Potri.004G199400,-0.905126265,9.862549369,0.002483226,0.0111753
Potri.009G134100,0.657565008,8.018871289,0.002498923,0.011238876
Potri.001G152200,0.630423028,8.731053155,0.002505348,0.011254391
Potri.014G163400,0.659585136,6.218304678,0.002506201,0.011254391
Potri.010G020800,0.82958537,5.655731578,0.002507089,0.011254391
Potri.001G129600,0.848295498,5.567557766,0.002512638,0.011272234
Potri.001G210500,0.615475509,7.24502974,0.00254617,0.011415516
Potri.014G071100,0.749647034,5.87722628,0.002559743,0.011469186
Potri.003G123600,0.612831479,6.46789295,0.002561968,0.011471979
Potri.015G104500,-0.779491174,7.309718267,0.002584873,0.011564805
Potri.005G246200,0.626582142,8.497877143,0.002585929,0.011564805
Potri.003G015200,-0.613794156,7.344886304,0.002590438,0.011577737
Potri.006G189300,-0.794305415,5.80772835,0.002629686,0.01174582
Potri.T010900,-0.671126768,6.690948623,0.0026769,0.011949255
Potri.004G006600,-0.640402226,6.743629881,0.002700115,0.012045372
Potri.005G023000,0.577899116,6.800298471,0.002721939,0.012130299
Potri.006G060800,0.669542234,7.356576531,0.002722676,0.012130299
Potri.016G002300,-0.794353039,7.256451412,0.002727618,0.012130299
Potri.009G061000,0.840774514,5.665428961,0.002727623,0.012130299
Potri.011G028400,-0.802828801,5.66497193,0.002727623,0.012130299
Potri.006G088200,-0.70917338,7.755434074,0.002780576,0.012358117
Potri.001G015500,-1.253881508,7.800777744,0.002788823,0.012387081
Potri.012G043800,-0.655757981,6.246899521,0.002794246,0.012401516
Potri.002G236400,-0.694749687,8.446478175,0.002795537,0.012401516
Potri.T022500,0.592207337,6.501099617,0.00280329,0.012425991
Potri.001G304600,0.824864723,6.747402645,0.002804525,0.012425991
Potri.001G215800,0.578070739,6.657432251,0.002808746,0.012436996
Potri.013G102100,0.619889787,9.369775327,0.002819628,0.012477462
Potri.004G063900,-0.766087912,5.827976414,0.002830794,0.01251141
Potri.008G107800,-0.762599153,5.822800816,0.002830794,0.01251141
Potri.T088900,-0.886194127,7.205989198,0.002853574,0.012604311
Potri.001G144800,-0.811433442,7.34301352,0.00286082,0.012628528
Potri.006G150700,-0.590073857,6.908084494,0.002886451,0.012733819
Potri.008G063800,-0.843566308,8.578809843,0.002896179,0.012768869
Potri.013G005500,-0.569146301,7.159110908,0.002898257,0.012770165
Potri.005G001500,-0.645000594,6.32006725,0.002927781,0.012892321
Potri.006G140700,0.687886863,6.124557352,0.002931498,0.012900755
Potri.004G139700,-0.940451954,5.349444012,0.002933389,0.012901147
Potri.001G392200,-0.802389158,5.681385685,0.002959507,0.013008024
Potri.017G142300,0.654795047,6.47941719,0.002965889,0.013028079
Potri.002G074500,-0.561966319,6.693300224,0.00296913,0.013034319
Potri.008G040700,-0.887889122,5.435372024,0.002988879,0.013104945
Potri.016G016000,-0.878634932,5.440353784,0.002988879,0.013104945
Potri.011G112700,-0.840643981,8.871372215,0.003019401,0.013227776
Potri.008G146500,0.918866842,5.584823994,0.003021293,0.013227776
Potri.010G039400,-0.601145103,6.498249446,0.003024184,0.013227776
Potri.001G210000,-0.85251415,9.32778986,0.003024283,0.013227776
Potri.008G030400,0.611014976,6.783309388,0.003056658,0.013361214
Potri.002G156500,0.672895745,6.306366905,0.00308896,0.013494175
Potri.006G036500,0.677440088,6.135487761,0.003103647,0.01355007
Potri.006G132800,0.769986459,5.782939029,0.003129289,0.013653693
Potri.013G131600,0.593703159,7.252463524,0.003141303,0.013697767
Potri.013G109000,-0.684318994,6.654143206,0.003163266,0.01378514
Potri.002G205500,-0.597526697,6.506156635,0.003176658,0.013835081
Potri.003G142300,-0.637955078,8.120446562,0.003190782,0.013888147
Potri.015G074700,0.724227831,7.129777552,0.003222491,0.01401764
Potri.008G056300,-0.665996057,7.736600668,0.003227517,0.01403098
Potri.004G206300,0.919772021,5.37377503,0.003249451,0.014109199
Potri.001G362300,-0.887128947,5.379569871,0.003249451,0.014109199
Potri.010G178000,-0.682197287,6.085551328,0.003261307,0.014152095
Potri.006G067700,0.562019694,7.177102422,0.003274241,0.014199616
Potri.018G081700,-0.847615048,5.548717884,0.00328705,0.014246536
Potri.010G169700,0.607838752,6.838259553,0.003291368,0.014256622
Potri.014G147900,-0.573730451,6.806417968,0.003301346,0.014291197
Potri.006G177900,0.595875453,8.607058315,0.003339914,0.014449417
Potri.007G047100,0.73201165,5.946857012,0.003355401,0.014507653
Potri.014G140500,-0.764164368,9.598654435,0.003360688,0.014521743
Potri.001G415400,0.639294769,8.144869473,0.00338236,0.014606573
Potri.009G007800,0.584856713,8.66583837,0.003469594,0.014974257
Potri.014G036000,0.569681871,6.75670354,0.003502323,0.015106403
Potri.008G158000,-0.698303458,6.054527556,0.003511946,0.015138791
Potri.014G198400,-0.964369546,9.972028449,0.003526188,0.015191039
Potri.018G100400,0.823195489,5.586149117,0.003581166,0.015406403
Potri.013G014700,0.912772556,5.404766004,0.003584786,0.015406403
Potri.012G084900,-0.896022024,5.395842725,0.003584786,0.015406403
Potri.T159100,0.891163849,5.398060639,0.003584786,0.015406403
Potri.008G100800,-0.594926125,7.254318984,0.003597172,0.015449933
Potri.013G058300,-0.857986583,5.497213051,0.003601388,0.015449933
Potri.004G214300,0.847127637,5.493414916,0.003601388,0.015449933
Potri.016G070200,-0.761655762,5.821595665,0.003612499,0.015469792
Potri.007G125800,0.749095605,5.825712656,0.003612499,0.015469792
Potri.009G086400,0.738972468,5.818169588,0.003612499,0.015469792
Potri.016G079500,-0.589881852,6.866380204,0.003638374,0.015571283
Potri.003G223200,0.674065079,6.115651643,0.003654321,0.015626494
Potri.012G132500,0.649413187,6.180856064,0.003655639,0.015626494
Potri.004G047100,0.637458262,10.31725465,0.003683689,0.015737002
Potri.001G390400,0.557200324,6.675487982,0.003699703,0.015795989
Potri.006G130900,0.569681724,9.395219769,0.003705474,0.015811201
Potri.002G136200,0.761285493,5.757242207,0.00372399,0.015877374
Potri.016G065900,0.599714483,8.238979043,0.003725417,0.015877374
Potri.014G019600,0.567357095,9.680472642,0.003752262,0.015982272
Potri.002G073000,-0.873155072,8.852735322,0.003808822,0.016213533
Potri.004G072800,0.589954055,6.432325876,0.003856582,0.016407085
Potri.006G250400,-0.568087287,6.524568351,0.003862131,0.016420935
Potri.005G052400,0.818717325,5.597818871,0.003890115,0.016530102
Potri.004G156200,0.556086711,6.645648954,0.003899157,0.016544396
Potri.017G027500,0.896379211,5.349003184,0.003901151,0.016544396
Potri.007G042900,-0.883821987,5.341436338,0.003901151,0.016544396
Potri.016G097000,0.552421122,6.590307732,0.003902721,0.016544396
Potri.006G134200,0.848413454,5.515424964,0.003932973,0.016652918
Potri.003G139900,-0.822789721,5.524087432,0.003932973,0.016652918
Potri.014G070700,0.874960683,5.435471172,0.003939481,0.016660768
Potri.004G227000,-0.872896805,5.438375579,0.003939481,0.016660768
Potri.009G163800,0.701779701,6.276778208,0.003979725,0.016812277
Potri.009G052500,-0.804885299,7.129230322,0.003980001,0.016812277
Potri.004G125000,0.615796855,6.277446703,0.004012644,0.01694017
Potri.003G200600,-0.574269816,6.978966289,0.004051235,0.017092209
Potri.005G177500,0.629152987,6.219441443,0.004053432,0.017092209
Potri.003G139700,-0.565092147,6.94505213,0.004156547,0.017516703
Potri.002G033300,0.587832434,9.259714247,0.004160102,0.017521372
Potri.008G186500,-0.654340322,6.423609562,0.004168192,0.017545125
Potri.014G022500,0.685759228,8.021768158,0.00418742,0.017615704
Potri.019G057300,0.559000512,6.796124319,0.004205792,0.017682602
Potri.002G192200,0.708092992,5.94666807,0.004228178,0.017766289
Potri.015G101900,-0.924715722,5.26292949,0.004234185,0.017770673
Potri.002G021800,-0.923059596,5.275767508,0.004234185,0.017770673
Potri.003G026700,-0.638215815,6.22606644,0.004261299,0.017873991
Potri.011G097700,0.612352496,6.38347991,0.004280287,0.017937728
Potri.005G206600,0.805247902,5.541177581,0.004281505,0.017937728
Potri.003G201700,-0.869218208,5.373924391,0.004301204,0.01800972
Potri.014G078800,0.566470233,6.492712583,0.004305678,0.018017915
Potri.002G235900,-0.839435523,5.461524612,0.00431358,0.018040441
Potri.009G130200,-0.577755153,6.927489545,0.004329751,0.018097501
Potri.015G058600,-0.630597875,8.246229315,0.00434923,0.018168311
Potri.014G072300,-0.645439565,10.22252257,0.004383287,0.018299904
Potri.006G252500,-0.553188209,6.922483561,0.00438684,0.018304065
Potri.005G142100,-0.571829495,6.440012431,0.00442055,0.018433976
Potri.016G087400,-0.602788587,7.277434656,0.004423635,0.018436104
Potri.012G074900,-0.5387507,6.74131532,0.004459698,0.018575588
Potri.001G164800,-0.900785177,5.484904039,0.004474569,0.018626693
Potri.004G191700,-0.589379297,7.258754246,0.004519816,0.018804115
Potri.001G076500,0.5838927,6.379485265,0.004525591,0.018817209
Potri.010G178100,-0.69423356,6.080443479,0.004531396,0.018830409
Potri.014G029300,0.7795384,5.639797193,0.004552627,0.01890766
Potri.005G020900,0.553239513,7.086205664,0.00461346,0.019149204
Potri.015G029800,-0.589483524,6.324323853,0.004618109,0.019157392
Potri.005G040500,-0.567574896,6.834583398,0.004633253,0.019209085
Potri.001G222600,0.828513352,5.568707872,0.004646994,0.019243768
Potri.011G119600,0.795994578,5.569045613,0.004646994,0.019243768
Potri.006G122600,0.566891387,6.624579138,0.00466435,0.019304479
Potri.008G150000,-0.586733876,7.068178182,0.004684158,0.019364601
Potri.006G105100,-0.87298619,5.301124256,0.004685672,0.019364601
Potri.003G036900,1.037194865,4.998511251,0.004686991,0.019364601
Potri.014G031100,0.627740981,6.629392286,0.004690992,0.019369957
Potri.007G012500,-0.853273629,5.387627838,0.004723589,0.019479511
Potri.004G014800,-0.747055513,9.373935151,0.004725159,0.019479511
Potri.016G059500,-0.586612928,6.397181824,0.004725686,0.019479511
Potri.011G148200,-0.567284114,6.597695883,0.004739256,0.019524207
Potri.005G138400,-0.773295622,5.739151365,0.004758357,0.019590527
Potri.009G108200,0.632161744,9.327140847,0.004760826,0.019590527
Potri.004G135200,-0.675253691,5.972724814,0.004767278,0.019605807
Potri.004G033500,0.65891896,6.052113026,0.004793677,0.019703058
Potri.006G207900,-0.690223403,6.727002618,0.004822707,0.019811006
Potri.014G158700,-0.596440715,6.331834958,0.004830763,0.01983272
Potri.006G178600,0.714825951,5.835973595,0.004905319,0.020119316
Potri.007G043500,-0.787135073,5.661688866,0.004906191,0.020119316
Potri.009G108600,0.953402192,5.13600802,0.004937529,0.020236237
Potri.009G052800,-0.791104332,5.585453539,0.005029417,0.020601046
Potri.019G054200,-0.583261693,6.350917721,0.005048828,0.020664138
Potri.018G125300,-0.682282908,5.995405982,0.005050592,0.020664138
Potri.002G221400,-1.048349512,11.44444609,0.005081082,0.020777013
Potri.013G014900,-0.646312119,7.585295404,0.005100951,0.020846353
Potri.009G123400,-0.836166751,5.507604747,0.005119982,0.020912189
Potri.001G212700,0.834640074,5.4176548,0.005168266,0.021097367
Potri.015G109200,-0.647962954,7.514427195,0.005184756,0.021152621
Potri.003G205500,0.609644277,8.333109047,0.00521643,0.021269727
Potri.004G075400,0.721132646,5.849079908,0.00522962,0.02131137
Potri.003G222900,0.617364534,6.21541771,0.005238416,0.021335074
Potri.012G079800,0.599393826,6.591758311,0.005254408,0.021388039
Potri.014G149800,-0.625177451,7.031432785,0.005268456,0.021433035
Potri.002G230600,0.680285882,5.928592573,0.005308924,0.021573153
Potri.010G115800,0.667724859,5.930339197,0.005308924,0.021573153
Potri.007G142300,-0.674184578,6.009662999,0.005343061,0.021699557
Potri.004G092100,0.580976073,7.963660763,0.005348738,0.021705287
Potri.013G011200,0.609757699,8.403675,0.005350535,0.021705287
Potri.011G165000,-0.808509997,7.262731884,0.005404642,0.021912365
Potri.005G176500,0.722452778,5.782888519,0.0054505,0.022077737
Potri.008G069400,-0.54721783,6.828341795,0.005451598,0.022077737
Potri.005G233600,0.57791201,6.600505325,0.005457643,0.022089727
Potri.006G265600,0.588640361,6.376576431,0.005501158,0.02225327
Potri.001G123800,0.696893868,5.870143815,0.005565462,0.022500681
Potri.014G029700,-0.914251606,5.26249718,0.005630643,0.022731076
Potri.011G072200,0.870676334,5.263938048,0.005630643,0.022731076
Potri.004G095300,0.850880273,5.444849238,0.005635148,0.022731076
Potri.017G076400,-0.828454357,5.44371731,0.005635148,0.022731076
Potri.013G109500,-0.53727145,6.713252163,0.005650864,0.022781635
Potri.005G039100,0.748110194,5.707644998,0.005657781,0.022796687
Potri.014G144300,0.855240593,5.358129547,0.005665894,0.022803709
Potri.010G137000,-0.850966992,5.356969614,0.005665894,0.022803709
Potri.T106100,0.556698995,6.694439021,0.005688318,0.022881099
Potri.004G217000,0.60147515,7.988363029,0.005702698,0.022926063
Potri.009G078600,0.711325938,5.810136489,0.005816109,0.023360412
Potri.017G049000,0.578624543,7.442872197,0.005817265,0.023360412
Potri.009G124900,0.576881217,6.819720563,0.005851494,0.023484695
Potri.003G103900,0.868400677,5.772624374,0.005858188,0.023498389
Potri.003G191100,0.644492564,6.148201976,0.005870382,0.02353412
Potri.016G023100,-0.523869261,6.755635623,0.005930223,0.023760714
Potri.013G070900,0.550722705,7.29822876,0.006008383,0.024060413
Potri.008G105300,-0.565251659,6.648137095,0.006083952,0.024349413
Potri.011G082000,0.532287112,6.955799339,0.006119081,0.024476322
Potri.003G023000,-0.613443676,6.202842326,0.006129408,0.024503943
Potri.004G079300,-0.877779035,5.285622611,0.00620004,0.024758666
Potri.007G100600,-0.870139251,5.291085654,0.00620004,0.024758666
Potri.015G072000,-0.588973012,6.731587455,0.006220958,0.024828348
Potri.005G186800,-0.849501276,9.31102288,0.006245112,0.024910863
Potri.001G356400,0.520808872,6.549274413,0.006274401,0.025013761
Potri.010G200500,-1.023674858,11.07508133,0.006290883,0.025042565
Potri.011G068900,-0.667810985,5.983487973,0.006295617,0.025042565
Potri.006G066800,0.665964471,5.985330751,0.006295617,0.025042565
Potri.015G091700,0.658412096,5.988176889,0.006295617,0.025042565
Potri.014G153000,0.639689901,8.697872985,0.006303793,0.025061166
Potri.001G347700,0.668135176,7.841678829,0.00633975,0.025190126
Potri.002G157700,0.577970371,7.436778865,0.006351984,0.025224739
Potri.016G017500,0.515983733,6.711750654,0.006394597,0.025379888
Potri.001G358400,0.594908668,6.218815761,0.006419741,0.025465567
Potri.011G153600,0.587010733,7.878066258,0.00643561,0.025514379
Potri.007G143600,-0.72439396,5.741387345,0.006468228,0.025609887
Potri.002G050900,0.549903522,6.425801854,0.006470252,0.025609887
Potri.006G219900,0.51564358,6.602144438,0.006470431,0.025609887
Potri.017G131100,0.627457701,7.358155597,0.006480646,0.025636147
Potri.013G137900,-0.928894458,5.804646829,0.006512009,0.025745987
Potri.005G206000,0.616630301,6.142192701,0.00652664,0.025789593
Potri.007G034300,-0.654148126,7.793791802,0.006543232,0.025840893
Potri.004G098100,0.704573365,5.834222172,0.00658609,0.025995813
Potri.007G049000,-0.642918357,6.074213599,0.006603883,0.026051683
Potri.003G088500,0.537764983,6.550222485,0.006619034,0.026097071
